venue	tags
v5664	['coffee', 'free wifi', 'grilled cheese', 'muffins', 'organic', 'tea', 'vegan', 'vegetarian']
v5705	['awesome nachos', 'brunch', 'mexican', 'micheladas']
v5729	['falafel', 'fastfood', 'lamb', 'pita']
v5744	['bbq', 'best mexican on earth', 'bravo', 'bravoandy', 'celebrities', 'cupcake', 'food truck', 'recommended', 'soho', 'tacos']
v5760	['bar', 'chorizo burger!', 'crab cake sliders', 'wla discount card']
v5769	['cheap eats', 'japanese', 'noodles', 'pho', 'shabu shabu', 'soup', 'vietnamese']
v5778	['brunch', 'brunch', ' park slope', 'falafel', 'israeli', 'labneh cheese']
v5779	['allergen friendly', 'bakery', 'birthday cake', 'bravo', 'choice eats', 'coffee', 'cookies', 'cupcake', 'cupcakes', 'dairy free', 'donuts', 'gluten free', 'gluten-free', 'tea', 'vegan']
v5854	['breakfast']
v5862	['nan']
v5863	['thrillist']
v5867	['nan']
v5874	['great sandwiches', 'italian sandwiches']
v5886	['nan']
v5892	['restaurant']
v5899	"[""a kiosk within the main entrance of bubby's."", 'bbq', 'boroughs', 'brooklyn', 'craft beer', 'financial district', 'home cooking', 'local', 'lunch box', 'lunchbox', 'near water', 'organic', 'park', 'pie', 'tlc summer', 'wsj lunch box', 'wsj urban adventurer']"
v5900	['bakery', 'cupcakes', 'pastries']
v5904	['bagel', 'coffee']
v5918	['belgian fries', 'free samples', 'french fries', 'fries', 'frites', 'poutine', 'sauce', 'zagat-rated']
v5939	['black history', 'cajun', 'crawfish', 'douchebag', 'food', 'greenwich village', 'grio', 'high tech outlet', 'manhattan', 'pizza', 'quick service restaurant', 'syracuse', 'syracuse university']
v5960	['brunch']
v5965	['food', 'french', 'les', 'love it', 'orchard', 'restaurant']
v5987	['beer', 'breakfast', 'coffee', 'food', 'good music', 'interesting art exhibits on the walls']
v5988	['nan']
v5991	['burgers', 'juice bar', 'vegetarian']
v5992	['blintzes', 'borscht', 'brunch', 'omlettes', 'pancakes', 'pierogies']
v6023	['arada', 'jakarta', 'japanese', 'mtv', 'music', 'naruto', 'ninjas', 'rasengan', 'star', 'sushi']
v6057	"[' and they customize orders like no one else.', ' ranging from country breakfast to nice italian entrees', '24 hours', 'breakfast', ""daisey's diner is the quintessential definition of what a neighborhood diner should be.  it has an enormous menu"", 'diner']"
v6079	['nan']
v6087	['japanese', 'sushi']
v6089	['byob', 'dragons', 'late-night food', 'tacos']
v6120	['bar', 'brunch', 'cocktails', 'hipsters', 'taxidermy']
v6147	['coffee', 'coffee shop', 'free wifi', 'triple shot espresso']
v6148	['restaurant', 'thai', 'vegetarian']
v6151	['bloody mary', 'brunch', 'burgers', 'burritos', 'late breakfast', 'lunch', 'nachos', 'pancakes', 'veggie burger', 'waffle and fried chicken']
v6158	['zagat-rated']
v6175	['bar', 'chelsea', 'contemporary american', 'italian', 'italian cuisine', 'manhattan', 'restaurant']
v6185	['featured on the food network', 'great pasta', 'lasagna', 'spagetti', 'wood fired pizza']
v6187	['bar', 'diner', 'karaoke']
v6205	['bubble tea']
v6206	['brunch', 'cocktails', 'great food', ' great atmosphere!', 'ice cream', 'long wait', 'outdoor']
v6222	['nan']
v6224	['best', 'coffee', 'pastries']
v6225	['cozy', 'date night', 'italian']
v6232	['chinese', 'take-out']
v6238	['coffee', 'food', 'italian', 'restaurant', 'wine']
v6251	['art', 'brunch', 'free pool', 'green chiles', 'kat']
v6261	['omakase', 'zagat']
v6287	['beer', 'bravo', 'brooklyn roasting company coffee', 'burger', 'burgers', 'coffee', 'doughnuts', 'homemade pickles', 'macaroni and cheese', 'milkshake', 'open late', 'polo dobkin', 'serendipitea', 'zagat-rated']
v6293	"['april bloomfield', 'blackbook', 'bravo', 'brooklyn', 'burger', 'douchebag', ""farmer's market"", 'gastropub', 'long wait', 'michelin star', 'pat lafrieda', 'roquefort cheese', 'scene', 'the spotted pig', 'top chef', 'trendy', 'zagat-rated']"
v6299	['breakfast', 'brunch', 'french', 'restaurant']
v6305	['brunch', 'french', 'restaurant', 'unlimited mussels']
v6313	['burrito', 'guacamole']
v6352	['amaro montenegro', 'coffee', 'good_mark', 'italian', 'wifi', 'wine']
v6375	['brunch', 'coffee', 'croissants', 'gossip girl', 'panini', 'salads', 'sandwiches', 'scones', 'smoothies', 'soups', 'tea', 'tea house', 'vegan']
v6380	['nan']
v6381	['beer', 'fl¨¹gen flaggen', 'oktoberfest', 'sausage']
v6399	['clover coffee', 'coffee', 'coffee raoster', 'espresso', 'flatwhite', 'pastries', 'tea']
v6402	['art', 'awesome bartenders', 'beer', 'cocktails', 'good djs', 'meat and cheese plates', 'movies']
v6403	['lobster', 'spanish']
v6418	['chocolate', 'hot chocolate', 'macaron']
v6426	['pad see ew']
v6434	['best in nyc', 'general store', 'gluten free', 'indian', 'indian food', 'punjabi', 'punjabi deli', 'punjabi dhaba', 'sikh', 'taxi drivers', 'vegan', 'vegetarian']
v6506	['diner', 'fried chicken', 'green', 'karaoke bar', 'macrobiotic', 'sushi', 'vegan', 'vegetarian']
v6510	['cash only', 'classic establishment', 'classic pizza', 'old new york', 'pizza', 'top 3 pizza', 'zagat']
v6518	['good_mark', 'green juices', 'groceries', 'health food', 'organic wine and beers', 'upstairs lounge']
v6532	['late night', 'nolita', 'sandwiches']
v6565	['bowling alley', 'diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'sushi', 'vegan']
v6578	['pizza']
v6602	['asian snacks', 'buba', 'bubble tea', 'bubbletea', 'good_mark', 'taiwanese snacks', 'taro', 'tea', 'trendy']
v6612	['ceviche', 'steak', 'tacu tacu']
v6614	['omnivore', 'vegan']
v6635	['aycd brunch']
v6651	['nan']
v6700	['zagat rated']
v6711	['nan']
v6732	['bowling alley', 'diner', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'late-night food', 'play ground', 'record shop', 'rice pudding', 'ski area', 'vegetarian']
v6764	['bento boxes', 'french fries', 'japanese', 'sushi', 'wasabi mayo']
v6779	[' beer and liquor', 'desserts', 'gluten free & vegan menu options available', 'italian cusine', 'pasta', 'roman style pizza', 'salads', 'wine']
v6790	['a \\must visit\\ for all.', 'dessert', 'rice pudding', 'toppings', 'yummy']
v6793	['24 hour', 'bagels']
v6795	['pizzeria']
v6808	['bistro', 'cheese', 'fondue', 'french', 'wine']
v6813	['great food', 'greek food']
v6842	['nan']
v6850	['cash only']
v6855	['cheese steak', 'cheese steaks', 'cheesesteak', 'cheesesteaks', 'fries', 'philly', 'sandwiches', 'waffle fries']
v6856	['guacamole', 'margarita', 'pomegranate margarita', 'rosa mexicano']
v6861	['cheese steaks', 'cheesesteaks']
v6881	[' greenwich village', ' happy hour', ' pasta', ' union square', ' wine', 'all you can eat', 'coffee', 'dessert', 'full bar', 'late-night dining', 'pizza', 'social dining']
v6894	['steak', ' cocktails', ' bar scene', 'steak', ' cocktails', ' bar scene', ' paul zweben', 'wine']
v6897	['fresh fish', 'japanese cuisine', 'sashimi', 'sushi']
v6900	['bravo', 'grill', 'italian', 'top chef']
v6906	['mexican food']
v6907	['bar', 'blue crab', 'cocktails', 'nocoorslight', 'tremons']
v6951	['asian', 'dumpling', 'dumplings', 'edamame', 'food cart', 'food truck', 'hot buns', 'moving target', 'rickshaw', 'rickshaw truck', 'street meat', 'truck']
v6956	['arepas', 'food', 'homestyle', 'pabellon', 'patacones', 'venezuelan']
v6960	['all you can drink brunch', 'bbq', 'bloody mary', 'brunch', 'fried chicken joint', 'mac n cheese', 'pulled pork', 'ribs', 'unlimited brunch']
v6995	['pasta', 'pizza', 'pizza by the slice', 'subs']
v6997	['asian', 'japanese', 'sake', 'sushi']
v6999	['asian fusion', 'chinese', 'food', 'japanese', 'puma social hot spot', 'restaurant', 'thai']
v7002	[' duck', ' souffle', ' soup', ' tartare', 'french', 'steak frites']
v7011	['bar', 'basement', 'brunch', 'cheap wine by the glass', 'great burger', 'restaurant']
v7025	['wine', 'wine bar']
v7051	['brunch', 'franco-american', 'french']
v7069	['nan']
v7095	['ramen']
v7184	['ambiance', 'catering', 'corporate and private events', 'fine dining', 'indian dining', 'lambchops', 'private events', 'romantic']
v7202	['3 michelin stars', 'cocktails', 'drinks', 'michelin star', 'sushi', 'the best tyre']
v7203	['bar', 'black flower', 'long wait', 'margaritas', 'mexican', 'music', 'vegan']
v7206	['nan']
v7234	['buzz', 'friends', 'lunch hour', 'pina colada']
v7250	['brunch', 'italian', 'park slope', 'pasta']
v7278	['food', 'key lime pie', 'pie']
v7297	['bar', 'flowers', 'food', 'pink']
v7313	['dry aged steak', 'steakhouse']
v7319	['chai', 'food', 'indian', 'oblivious mothers', 'sandwiches', 'screaming babies', 'strollers']
v7332	['chicken', 'free-range antibiotic-free chicken', 'fried chicken']
v7357	['bravo', 'cocktails', 'garden', 'locavore', 'pasta', 'pizza', 'vegetarian-friendly', 'wine']
v7455	['food network', 'home cooking', 'italian food', 'live music', 'wine']
v7482	['chinese', 'kosher', 'sushi']
v7507	['cheap food', 'drunk people', 'falafel', 'hipsters', 'hummus', 'open late', 'schwarma', 'williamsburg']
v7519	['brooklyn', 'michelin star', 'polo dobkin', 'restaurant', 'zagat']
v7521	['banquet hall', 'chinatown', 'chinese', 'chinese food', 'chinese restaurant', 'dim sum']
v7524	['beef', 'meat', 'models', 'raw bar', 'steak', 'steak house']
v7535	['bravo', 'breakfast delights', 'coffee', 'cupcake', 'foodie', 'sandwich', 'topchef']
v7542	['nan']
v7557	"['+ wsj urban adventurer', 'bbq', 'biscuits', 'bon appetit mag', 'bravo', 'breakfast', 'brooklyn', 'brunch', 'burgers', 'chicken & waffles', 'chicken box', 'coors', 'financial district', 'frat boys', 'fried chicken', 'fried pickles', 'grits', 'lucky magazine', 'luckymag', 'lunch spot', 'macaroni and cheese', 'new york magazine - where to eat 2011 badge', 'photobooth', 'pies', ""pies 'n' thighs"", 'pulled pork', 'sweet tea', 'top chef', 'upps', 'white rascal', 'wjs lunch box', 'wjs lunchbox', 'wsj urban adventurer', 'zagat-rated']"
v7578	['all-you-can-drink', 'aussies', 'beer', 'brunch', 'seafood']
v7583	['burgers', 'chicago hotdog', 'cupcake', 'cupcakes', 'fast company', 'gallery']
v7594	['$1 wifi', 'australians', 'beer', 'laptops', 'lounge', 'table service', 'vegemite']
v7599	['bar', 'cinco de mayo', 'dancing', 'dj', 'margaritas', 'mexican food', 'nachos con chorizo']
v7627	"['byob', 'gluten free', 'hipsters', ""mac 'n cheese"", 'macaroni & cheese', ""s'mac""]"
v7633	['bar', 'brunch', 'ditch dog', 'hot dog', 'lobster roll', 'restaurant', 'seafood']
v7656	['brooklyn', 'brunch', 'cheese', 'cocktails', 'cool tea bags', 'excellent soundtrack', 'fresh squeezed oj', 'good lighting', 'good_mark', 'great regency style decoration', 'happy hour', 'hipster', 'ironically', ' great coffee', 'local', 'loud music', 'sustainable', 'tea', 'wine']
v7663	['pizza']
v7664	['house']
v7670	['bakery', 'coffee', 'no laptops']
v7675	['pizza', 'vezzo']
v7677	['deli']
v7678	['cheap', 'tacos', 'tex-mex']
v7680	['coffee']
v7723	['a-list', 'bar', 'barbeque', 'bbq', 'bon appetit', 'bon appetit mag', 'bon appetit magazine', 'bon appetite', 'bravo', 'bravoandy', 'burger', 'cafetaria', 'cocktails', 'cuo cake', 'cup cake', 'douchebag', 'douchebags', 'gossip girl', 'hardware', 'lucky magazine', 'luckymag', 'martinis', 'met lover', 'michelin star', 'minetta tavern', 'nhl', 'nightclub\\/discotheque', 'outdoor', 'outdoors', 'pat lafrieda', 'people vip', 'restaurant', 'socialite', 'steak', 'top chef', 'transportier', 'trendy', 'village', 'vip']
v7749	['bar', 'best italian in park slope', ' by far', 'bravo', 'delicious', 'dessert', 'italian', 'restaurant', 'risotto', 'seafood', 'wine']
v7751	['park slope', 'prosciutto', 'restaurant']
v7761	['$9.95 three course lunch special', 'family style menu', 'good for groups', 'italian food', 'little italy', 'open late', 'private rooms', 'sangria', ' beer', ' wine', ' cocktails']
v7767	['backyard', 'blt', 'coffee croissants strollers', 'crunchy granola', 'focaccia sandwiches']
v7776	['nan']
v7792	['italian food', 'pasta', 'zagat-rated']
v7794	['nan']
v7796	"['bald man', 'bravo', 'bravoandy', 'chocolate', 'chocolate pizza', 'dessert', 'fondu', 'frozen yogurt', 'ice cream', 'italian', 'just dessert', 'luckymag', ""s'mores"", 'sweets', 'truffles', 'yummy stuff']"
v7797	['bagged coffee', 'best coffee', 'brooklyn', 'coffee', 'espresso', 'good_mark', 'hipsters', 'new york', 'wifi', 'win']
v7798	['alcohol', 'bar', 'bravo', 'dinner', 'drinks', 'food', 'happy hour', 'lunch', 'music', 'seafood']
v7818	['breakfast', 'brunch', 'coffee', 'egg', 'eggs', 'good_mark', 'organic', 'rated zagat']
v7852	['coffee', ' burgers', ' douche bags']
v7854	['tapeo', ' wine', ' bar', ' lower east side', ' spanish', ' tapas']
v7859	['noodles', 'ramen']
v7874	['margaritas', 'mexican', 'restaurant']
v7875	"['cheap', 'cheap margaritas', ' vegan-friendly', ' outdoor seating', 'drinks', 'ghetto', ""hell's kitchen"", 'margaritas', 'mexican', 'outdoor seating', 'outside seating and tasty margaritas.']"
v7876	['alcohol', 'beer', 'burritos', 'mexican food', 'tacos']
v7893	['breakfast', 'brunch', 'dessert', 'french fries', 'good ambiance', 'meatballs', 'mousse', 'outdoor seating', 'rustic']
v7908	['bakery', 'cupcake', 'neue pop organic caf¨¦', 'pastries', 'red hook', 'salty caramel cupcakes', 'stumptown', 'zagat rated', 'zagat-rated']
v7909	['fresh mozzerella', 'fried eggplant', 'locals', 'old school', 'proscuitto', 'sweet peppers', 'vegetarian friendly']
v7913	"['bourique', 'boutique', 'cheese', 'coffee', 'cupcake', 'cupcakes', ""foursquare founders' fave"", 'frat boys', 'free wifi', 'grilled cheese', 'ice coffee', 'laptop warriors', 'lots of power outlets', 'loud', 'undergrads', 'wine']"
v7919	['bands', 'bistro', 'brunch', 'casual atmosphere', 'comedy', 'escargots', 'french cuisine', 'french onion soup', 'gay friendly', 'happy hour', 'live music', 'lounge', 'mimosas', 'mussels', 'open mic', 'port flights', 'seafood', 'spoken word', 'steak frites', 'tapas', 'tasting menu', 'wine flights', 'wine tastings']
v7920	['breakfast', 'comfort food', 'dinner', 'meatpacking district', 'restaurant']
v7966	['nan']
v7994	['food', 'vietnamese']
v7999	['clean restroom', 'coffee', 'cookies', 'espresso', 'lots of power outlets', 'pastry', 'salads', 'sandwiches', 'soho', 'tables', 'tea', 'wifi']
v8020	['espresso', 'pastries']
v8022	['nan']
v8025	['asian', 'happy hour', 'lunch special', 'social dining', 'thai']
v8026	['coffee', 'seasonal']
v8030	['nan']
v8041	['bar', 'chinese', 'dim sum', 'restaurant', 'wine bar', 'zagat']
v8042	['breakfast', 'brunch', 'french', 'fries']
v8045	['al fresco', 'bright', 'desserts', 'firepit']
v8046	['bravo', 'club', 'cocktails', 'dancing', 'dj', 'douchebag', 'douchebags', 'food truck', 'foodie', 'gossip girl', 'meatpacking', 'mee-crop', 'peking duck', 'restaurant', 'sex and the city', 'top chef', 'ty ku']
v8061	['pho', 'saigon', 'saigon grill', 'social dining', 'vietnamese food']
v8115	['bar', 'belgian style frites', 'bratwurst sandwich', 'burgers', 'onion rings', 'people watching', 'soho', 'table seating']
v8131	['italian', 'restaurant', 'sunday brunch']
v8133	['fine wine']
v8135	['spanish', 'tapas', 'wine']
v8164	['bakery', 'brooklyn museum', 'brownies', 'cheese straws', 'coffee shop', 'cookies', 'coveredoutlets', 'douchebag', 'douchebags', 'gorilla coffee', 'icedcoffee', 'mini cupcakes', 'nooutlets', 'nopower', 'wifi', 'wifipassword']
v8180	['bar', 'bloody mary', 'brunch', 'mediterranean', 'tapas', 'wine']
v8204	['nan']
v8223	['bakery', 'bread', 'cafe', 'cupcakes']
v8224	['swiss', 'swiss brasserie']
v8228	['bravoandy', 'choice eats', 'coffee', 'coffee shop', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'french macaroons', 'gossip girl', 'nutter butter', 'pastries', 'thomas keller', 'top chef just desserts']
v8234	['rasta pasta']
v8276	['bowling alley', 'diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegan']
v8290	['cocktails', 'free popcorn', 'garden', 'outdoor space', 'restaurant']
v8328	['coffee', 'coffee shop', 'starbucks', 'tea']
v8334	['thai']
v8433	['gluten free', 'good pizza']
v8434	"[""Bloomin' Onion"", 'Outback', 'Restaurant', 'Steakhouse', 'bar', 'beer', 'chain', 'chelsea', 'cocktails', 'college', 'frat boys', 'manhattan', 'restaurant', 'steak', 'wings']"
v8510	['diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'sushi']
v8515	['coffee', 'healthy', 'soup', 'tea', 'vegan', 'vegetarian', 'wi-fi', 'wifi']
v8606	['nan']
v8607	['french', 'frites', 'mussels']
v8613	['bravo', 'choice eats', 'cup cake', 'four stars', 'italian', 'joe bastianich', 'lidia bastianich', 'mario batali', 'mark ladner', 'michelin star', 'nymag', 'people']
v8643	['top chef', 'warung lamongan']
v8652	['nan']
v8668	['astoria', 'brunch', 'restaurant']
v8674	['cerviche', 'elote', 'family', 'good_mark', 'mexican', 'mexican food', 'park', 'pupusa', 'soccer', 'tacos', 'watermelon juice']
v8698	['bbq', 'beer', 'calamari', 'chicken', 'duck', 'food', 'mixed drinks', 'noodles', 'salad', 'spring rolls', 'thai food', 'vegetarian', 'wine']
v8702	['coffee', 'flatbread pizza', 'salad', 'sandwich', 'soup']
v8706	['nan']
v8713	['burgers', 'cheese fries', 'shakes', 'spiked shakes', 'waffle fries']
v8770	['bravo', 'foodie', 'japanese food', 'top chef', 'wsj lunch box', 'yakitori', 'zagat-rated']
v8800	[' socialite', 'blackbook', 'bon appetit mag', 'douchebag', 'douchebags', 'fresh tofu', 'gossip girl', 'iron chef', 'masaharu morimoto', 'miso', 'nymag', 'pizza', 'sushi pizza', 'ty ku']
v8832	['bar', 'cocktails', 'drinks', ' food', ' music', ' rooftop', 'french', 'hipsters', 'moules frites', 'restaurant', 'rooftop', 'summer night', 'terrace', 'williamsburg']
v8844	['cozy', 'gluten-free', 'organic', 'vegan', 'vegetarian']
v8893	['inexpensive lunch', 'noho', 'sandwiches', 'vegetarian']
v8905	['gravy', 'roast beef', 'sandwiches', 'soup']
v8921	['guacamole', 'mexican']
v8922	['2 l boots of beer', 'austrian', 'eat', 'financial district', 'german', 'great cocktails', 'neighborhood gem', 'schnitzel', 'trendy']
v8947	['bbq', 'fried chicken joint']
v8953	['cheese', 'import goods', 'lunch', 'mario batali', 'olive oil', 'olives', 'porchetta', 'sammiches', 'sandwiches', 'tapas']
v8959	['nan']
v8990	['happy hour snacks and great margaritas!!! m-f 5-7pm', 'mustache having logo', 'social dining']
v9035	['cannoli', 'dessert']
v9062	['nan']
v9108	['coffee', 'good music', 'hummus', 'lemonade', 'salads', 'sandwiches', 'smoothies', 'wifi']
v9109	['nan']
v9110	[' breakfast', ' tea', 'sandwiches']
v9111	['cheapism', 'cheapskate', 'falafel']
v9137	['bowling alley', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'record shop', 'ski area', 'vegetarian']
v9150	['3 michelin stars', 'bon appetit mag', 'danny meyer', 'great service', 'hiphostessnyc top pick', 'michelin star', 'nymag', 'socialite', 'tasting menu', 'three michelin stars', 'zagat rated', 'zagat-rated']
v9156	['nan']
v9170	['dessert', 'food', 'pop-overs', 'steak', 'steakhouse', 'wine']
v9173	['bar', 'beer', 'chill', 'chowda', 'drinks', 'food', 'lobster', 'mojito', 'sand', 'surfing']
v9204	['burger', 'french fries', 'milkshakes', 'ronnybrook']
v9209	['backyard', 'bar', 'bar menu', 'beer', 'food', 'liquor', 'local food', 'park slope', 'seasonal food']
v9212	['brunch', 'cobble hill', 'dinner', 'italian', 'restaurant', 'tapas', 'very good', 'wine']
v9223	['australian', 'poutine']
v9238	['malaysian']
v9239	['nan']
v9250	['beer', 'burgers', 'chicken burgers', 'happy hour', 'hot bartenders & waitresses', 'milk shake', 'milkshakes', 'sweet potato fries', 'trendy']
v9260	['new york city', ' ice cream']
v9262	['charcuterie', 'cheese', 'cupcakes', 'hot chocolate', 'paninis']
v9263	['brazilian', 'brunch', 'live music', 'mojitos']
v9264	['barbecue', 'bbq', 'bourbon', 'cornbread', 'macaroni and cheese', 'ribs']
v9298	['brunch', 'italian', 'pizza', 'pre theater', 'zagat-rated']
v9305	['+ cheap eats', 'dead simple menu', 'late night food']
v9307	['nan']
v9335	['black and white cookies', 'buttermilk biscuits', 'cheap sandwiches', 'coffee', 'crullers', 'donuts', 'donuts', ' black and white cookies', 'red velvet donuts', 'sandwiches']
v9342	['scrumptious']
v9363	['nan']
v9374	['awesome chili', 'biscuits', 'brooklyn', 'brunch', 'douchebag', 'exotic brunch menu', 'hot cocoa', 'stumptown coffee']
v9389	['nan']
v9405	['curry', 'free byob b4 6pm', 'happy hour specials', 'lunch specials!', 'sticky rice']
v9419	['bigsalads', 'israeli']
v9431	['brunch', 'cafe', 'coffee', 'wifi']
v9436	['aguila beer from colombia', 'arepas', 'arroz con pollo', 'bananas fausto', 'bandeja paisa', 'bogota latin bistro', 'botero paintings.', 'brazilian caipirinhas', 'brunch', 'check them out on facebook too', 'chelsea the bartender', 'child(ren) friendly', 'classic margaritas', 'coconut margaritas', 'colombian aguardiente', 'colombiana la nuestra soda', 'corn on the cob', 'dominican mangu brunch', 'enclosed patio', 'excellent variety & price point', 'friendly staff', 'frozen margaritas', 'fruit flavored mojitos', 'gay friendly', 'ginger margaritas', 'great empanadas', 'great service', 'happy hour', 'imperial beer from costa rica', 'kitchen open till 1 am fri & sat', 'late night hours', 'latin american brunch', 'latin brunch', 'latin cocktails', 'latin music', 'margaritas', 'mayor gets a promo', 'mojito bar', 'morcilla', 'near brooklyn museum', 'near southpaw', 'opentable reservations', 'outdoor patio', 'owners are always present', 'party space', 'photo gallery', 'quesadillas', 'ron medellin', 'sauza margaritas', 'spanish spoken here', 'specials really are special', 'strawberry margaritas', 'sugary mojitos', 'they \\tweet\\ fun promos', 'they are on foodspotting.com', 'they got heat in here.', 'this place is very festive', 'tona beer from nicaragua', 'well run', 'yummy cubano sandwiches']
v9448	['nan']
v9450	['cannoli']
v9460	"['no reservations', ""sake'"", 'sashimi', 'sushi', 'zagat-rated']"
v9463	['coffee', 'tea']
v9464	['ramen', 'sashimi', 'sushi', 'udon']
v9468	['lobster', 'lobsterroll', 'oysters']
v9473	['nan']
v9474	['nan']
v9476	['nan']
v9495	['breakfast']
v9496	['nan']
v9497	['food', 'restaurant', 'social dining']
v9498	['dessert', 'italian restaurant']
v9526	['foods', 'hotdog', 'restaurant']
v9558	['cocktails', 'cupcakes', 'prix fixe', 'sake', 'soft serve', 'soy', 'wsj']
v9561	['coffee', 'starbucks']
v9602	"['airport', 'brooklyn', 'brooklyn museum', 'brunch', ""cheryl's global soul"", 'coffee shop', 'dog run', 'gallery', 'park', 'soul food', 'theater']"
v9611	['coffee', 'starbucks']
v9615	['coffee shop', 'douchebag', 'fair trade', 'organic', 'stir brew']
v9620	['drink', 'food', 'restaurant', 'steakhouse', 'steaks']
v9643	['nan']
v9652	['art', 'classes', 'clover', 'coffee', 'coffee cupping', 'espresso', 'guest espresso', 'latte', 'merchandise', 'pastries', 'rocket espresso machine', 'synesso', 'table seating', 'tea', 'thiswasadupe']
v9664	['byob', 'calzone', 'carroll gardens', 'douchebag', 'douchebags', 'gossip girl', 'italian', 'outdoor', 'restaurant']
v9684	['bakery', 'bubble tea', 'desserts', 'pastries']
v9707	['brunch', 'cacio e pepe', 'restaurant']
v9712	['restaurant']
v9718	['nan']
v9719	['park', 'pizza']
v9720	['cocktails', 'organic', 'romantic']
v9726	['nan']
v9727	['beer', 'frat boy', 'girls', 'neighbourhood bar', 'wings']
v9743	['knot', 'pasta', 'people', 'pepperoni', 'pizza', 'salad', 'slice', 'trendy']
v9762	['cafe', 'chocolate', 'hot chocolate', 'tea']
v9772	"[""famous joe's"", 'fresh mozzerella', 'open late', 'pizza', 'slice', 'slices', 'spider-man']"
v9780	['bakery', 'donuts', 'doughnuts', 'egg cream', 'egg sandwiches', 'ice cream', 'pastries']
v9792	['bar', 'deep dish', 'gluten free', 'multigrain', 'open late', 'pizza', 'snack hours']
v9793	['cheap', 'dinks', 'food', 'free beer', 'polish', 'polish food', 'restaurant', 'zywiec']
v9794	['cozy', 'greenpoint', 'pierogies', 'polish', 'restaurant']
v9817	['cuban', 'cuban restaurant']
v9821	['24 hours', 'breakfast', 'cheese', 'diner', 'dinner', 'lunch']
v9854	['good for groups']
v9870	[' great wine and sake selection. specialty drinks are created in house and updated seasonally', 'bar', 'dumplings', 'sake', 'teriyaki', 'tokyo chic decor']
v9892	['gym', 'pizza']
v9932	['dim sum']
v9934	['brunch', 'jam', 'omelet', 'waffles']
v9945	['barbecue', 'bbq', 'beer', 'bourbon', 'cider', 'pork', 'ribs', 'sausage']
v9953	['cafe', 'coffee', 'free wifi', 'tube sandwiches']
v9962	['byob', 'garden']
v10026	['nan']
v10032	['24 hours in astoria', 'american cuisine', 'astoria', 'best ambiance', ' astoria', 'best beer list', 'best beet list', 'best brunch in astoria', 'best late night dining', 'best wine list', 'brunch', 'date spot', 'industry spot', 'wine spectator wine list']
v10054	['coffee']
v10057	['cafeteria', 'coffee', 'cosmopolitan', 'country living', 'desserts', 'employee cafe', 'esquire', 'flatbread', 'food', 'food network magazine', 'good housekeeping', 'grill', 'hearst', 'hearst corporation', 'hearst tower', 'house beautiful', 'light & delish', 'non-fat frozen yogurt', 'o the oprah magazine', 'pizza', 'popular mechanics', 'redbook', 'rotating action station', 'salad bar', 'sandwich', 'seventeen', 'sushi', 'the daily green', 'town & country']
v10072	['nan']
v10073	[' douchebag', 'bravo', 'cheesecake', 'desserts', 'luckmag', 'zagat', 'zagat-rated']
v10074	['brunch', 'unlimited mimosa brunch']
v10099	['nan']
v10160	['nan']
v10173	['beer', 'bistro', 'date', 'delivery', 'dining', 'dinner', 'french', 'garden', 'group', 'outdoor', 'party', 'restaurant', 'romantic', 'wine']
v10192	['awesome bartenders', 'bravo', 'gallery art', 'ice cream', 'sociality', 'top chef', 'zagat-rated']
v10197	['nan']
v10211	['beer', 'margaritas', 'mexican food', 'pool table', 'stupid sauce', 'tacos']
v10214	['nan']
v10224	['coffee', 'tempat ngopi enak']
v10225	['sandwiches', 'spicy']
v10235	['cafe', 'hot chocolate', 'laptop-friendly']
v10256	['absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs']
v10261	['coffee', 'fresh grind']
v10282	['blt', 'brunch', 'mac and cheese', 'marco & pepe']
v10289	['pizza', 'pizzeria']
v10302	['chicken and waffles', 'cocktails', 'omelet', 'outdoor seating', 'pre-show']
v10324	[' douchebag', 'coffee', 'creative', 'free wifi', 'holiday hero badge', 'locals', 'socialite', 'tea']
v10379	['eco-friendly', 'gluten-free', 'green', 'organic', 'organic cocktails', 'sustainable', 'vegan', 'vegetarian']
v10383	['alsatian', 'beer', 'bistro']
v10401	['beer', 'dirty beer taps cept the sam seasonal', 'food', 'happy hour', 'suprisingly good pizza']
v10436	['bravo', 'douchebag', 'food', 'italian', 'pizza', 'socialite']
v10489	['bao', 'good_mark', 'kau fu', 'scallion pancakes', 'soup dumplings', 'xiao long bao']
v10543	['burritos', 'chile verde', 'margaritas', 'mexican food', 'park slope', 'tacos']
v10551	['bar', 'filipino', 'restaurant']
v10559	['gluten free', 'lunch special', 'vegan friendly', 'vegetarian friendly']
