venue	tags
2006897	['fresh fish', 'japanese cuisine', 'sashimi', 'sushi']
2006900	['bravo', 'grill', 'italian', 'top chef']
2006906	['mexican food']
2006907	['bar', 'blue crab', 'cocktails', 'nocoorslight', 'tremons']
2006951	['asian', 'dumpling', 'dumplings', 'edamame', 'food cart', 'food truck', 'hot buns', 'moving target', 'rickshaw', 'rickshaw truck', 'street meat', 'truck']
2006956	['arepas', 'food', 'homestyle', 'pabellon', 'patacones', 'venezuelan']
2006960	['all you can drink brunch', 'bbq', 'bloody mary', 'brunch', 'fried chicken joint', 'mac n cheese', 'pulled pork', 'ribs', 'unlimited brunch']
2006995	['pasta', 'pizza', 'pizza by the slice', 'subs']
2006997	['asian', 'japanese', 'sake', 'sushi']
2006999	['asian fusion', 'chinese', 'food', 'japanese', 'puma social hot spot', 'restaurant', 'thai']
2007002	[' duck', ' souffle', ' soup', ' tartare', 'french', 'steak frites']
2007011	['bar', 'basement', 'brunch', 'cheap wine by the glass', 'great burger', 'restaurant']
2007025	['wine', 'wine bar']
2007051	['brunch', 'franco-american', 'french']
2007069	['nan']
2007095	['ramen']
2007184	['ambiance', 'catering', 'corporate and private events', 'fine dining', 'indian dining', 'lambchops', 'private events', 'romantic']
2007202	['3 michelin stars', 'cocktails', 'drinks', 'michelin star', 'sushi', 'the best tyre']
2007203	['bar', 'black flower', 'long wait', 'margaritas', 'mexican', 'music', 'vegan']
2007206	['nan']
2007234	['buzz', 'friends', 'lunch hour', 'pina colada']
2007250	['brunch', 'italian', 'park slope', 'pasta']
2007278	['food', 'key lime pie', 'pie']
2007297	['bar', 'flowers', 'food', 'pink']
2007313	['dry aged steak', 'steakhouse']
2007319	['chai', 'food', 'indian', 'oblivious mothers', 'sandwiches', 'screaming babies', 'strollers']
2007332	['chicken', 'free-range antibiotic-free chicken', 'fried chicken']
2007357	['bravo', 'cocktails', 'garden', 'locavore', 'pasta', 'pizza', 'vegetarian-friendly', 'wine']
2007455	['food network', 'home cooking', 'italian food', 'live music', 'wine']
2007482	['chinese', 'kosher', 'sushi']
2007507	['cheap food', 'drunk people', 'falafel', 'hipsters', 'hummus', 'open late', 'schwarma', 'williamsburg']
2007519	['brooklyn', 'michelin star', 'polo dobkin', 'restaurant', 'zagat']
2007521	['banquet hall', 'chinatown', 'chinese', 'chinese food', 'chinese restaurant', 'dim sum']
2007524	['beef', 'meat', 'models', 'raw bar', 'steak', 'steak house']
2007535	['bravo', 'breakfast delights', 'coffee', 'cupcake', 'foodie', 'sandwich', 'topchef']
2007542	['nan']
2007557	"['+ wsj urban adventurer', 'bbq', 'biscuits', 'bon appetit mag', 'bravo', 'breakfast', 'brooklyn', 'brunch', 'burgers', 'chicken & waffles', 'chicken box', 'coors', 'financial district', 'frat boys', 'fried chicken', 'fried pickles', 'grits', 'lucky magazine', 'luckymag', 'lunch spot', 'macaroni and cheese', 'new york magazine - where to eat 2011 badge', 'photobooth', 'pies', ""pies 'n' thighs"", 'pulled pork', 'sweet tea', 'top chef', 'upps', 'white rascal', 'wjs lunch box', 'wjs lunchbox', 'wsj urban adventurer', 'zagat-rated']"
2007578	['all-you-can-drink', 'aussies', 'beer', 'brunch', 'seafood']
2007583	['burgers', 'chicago hotdog', 'cupcake', 'cupcakes', 'fast company', 'gallery']
2007594	['$1 wifi', 'australians', 'beer', 'laptops', 'lounge', 'table service', 'vegemite']
2007599	['bar', 'cinco de mayo', 'dancing', 'dj', 'margaritas', 'mexican food', 'nachos con chorizo']
2007627	"['byob', 'gluten free', 'hipsters', ""mac 'n cheese"", 'macaroni & cheese', ""s'mac""]"
2007633	['bar', 'brunch', 'ditch dog', 'hot dog', 'lobster roll', 'restaurant', 'seafood']
2007656	['brooklyn', 'brunch', 'cheese', 'cocktails', 'cool tea bags', 'excellent soundtrack', 'fresh squeezed oj', 'good lighting', 'good_mark', 'great regency style decoration', 'happy hour', 'hipster', 'ironically', ' great coffee', 'local', 'loud music', 'sustainable', 'tea', 'wine']
2007663	['pizza']
2007664	['house']
2007670	['bakery', 'coffee', 'no laptops']
2007675	['pizza', 'vezzo']
2007677	['deli']
2007678	['cheap', 'tacos', 'tex-mex']
2007680	['coffee']
2007723	['a-list', 'bar', 'barbeque', 'bbq', 'bon appetit', 'bon appetit mag', 'bon appetit magazine', 'bon appetite', 'bravo', 'bravoandy', 'burger', 'cafetaria', 'cocktails', 'cuo cake', 'cup cake', 'douchebag', 'douchebags', 'gossip girl', 'hardware', 'lucky magazine', 'luckymag', 'martinis', 'met lover', 'michelin star', 'minetta tavern', 'nhl', 'nightclub\\/discotheque', 'outdoor', 'outdoors', 'pat lafrieda', 'people vip', 'restaurant', 'socialite', 'steak', 'top chef', 'transportier', 'trendy', 'village', 'vip']
2007749	['bar', 'best italian in park slope', ' by far', 'bravo', 'delicious', 'dessert', 'italian', 'restaurant', 'risotto', 'seafood', 'wine']
2007751	['park slope', 'prosciutto', 'restaurant']
2007761	['$9.95 three course lunch special', 'family style menu', 'good for groups', 'italian food', 'little italy', 'open late', 'private rooms', 'sangria', ' beer', ' wine', ' cocktails']
2007767	['backyard', 'blt', 'coffee croissants strollers', 'crunchy granola', 'focaccia sandwiches']
2007776	['nan']
2007792	['italian food', 'pasta', 'zagat-rated']
2007794	['nan']
2007796	"['bald man', 'bravo', 'bravoandy', 'chocolate', 'chocolate pizza', 'dessert', 'fondu', 'frozen yogurt', 'ice cream', 'italian', 'just dessert', 'luckymag', ""s'mores"", 'sweets', 'truffles', 'yummy stuff']"
2007797	['bagged coffee', 'best coffee', 'brooklyn', 'coffee', 'espresso', 'good_mark', 'hipsters', 'new york', 'wifi', 'win']
2007798	['alcohol', 'bar', 'bravo', 'dinner', 'drinks', 'food', 'happy hour', 'lunch', 'music', 'seafood']
2007818	['breakfast', 'brunch', 'coffee', 'egg', 'eggs', 'good_mark', 'organic', 'rated zagat']
2007852	['coffee', ' burgers', ' douche bags']
2007854	['tapeo', ' wine', ' bar', ' lower east side', ' spanish', ' tapas']
2007859	['noodles', 'ramen']
2007874	['margaritas', 'mexican', 'restaurant']
2007875	"['cheap', 'cheap margaritas', ' vegan-friendly', ' outdoor seating', 'drinks', 'ghetto', ""hell's kitchen"", 'margaritas', 'mexican', 'outdoor seating', 'outside seating and tasty margaritas.']"
2007876	['alcohol', 'beer', 'burritos', 'mexican food', 'tacos']
2007893	['breakfast', 'brunch', 'dessert', 'french fries', 'good ambiance', 'meatballs', 'mousse', 'outdoor seating', 'rustic']
2007908	['bakery', 'cupcake', 'neue pop organic caf¨¦', 'pastries', 'red hook', 'salty caramel cupcakes', 'stumptown', 'zagat rated', 'zagat-rated']
2007909	['fresh mozzerella', 'fried eggplant', 'locals', 'old school', 'proscuitto', 'sweet peppers', 'vegetarian friendly']
2007913	"['bourique', 'boutique', 'cheese', 'coffee', 'cupcake', 'cupcakes', ""foursquare founders' fave"", 'frat boys', 'free wifi', 'grilled cheese', 'ice coffee', 'laptop warriors', 'lots of power outlets', 'loud', 'undergrads', 'wine']"
2007919	['bands', 'bistro', 'brunch', 'casual atmosphere', 'comedy', 'escargots', 'french cuisine', 'french onion soup', 'gay friendly', 'happy hour', 'live music', 'lounge', 'mimosas', 'mussels', 'open mic', 'port flights', 'seafood', 'spoken word', 'steak frites', 'tapas', 'tasting menu', 'wine flights', 'wine tastings']
2007920	['breakfast', 'comfort food', 'dinner', 'meatpacking district', 'restaurant']
2007966	['nan']
2007994	['food', 'vietnamese']
2007999	['clean restroom', 'coffee', 'cookies', 'espresso', 'lots of power outlets', 'pastry', 'salads', 'sandwiches', 'soho', 'tables', 'tea', 'wifi']
2008020	['espresso', 'pastries']
2008022	['nan']
2008025	['asian', 'happy hour', 'lunch special', 'social dining', 'thai']
2008026	['coffee', 'seasonal']
2008030	['nan']
2008041	['bar', 'chinese', 'dim sum', 'restaurant', 'wine bar', 'zagat']
2008042	['breakfast', 'brunch', 'french', 'fries']
2008045	['al fresco', 'bright', 'desserts', 'firepit']
2008046	['bravo', 'club', 'cocktails', 'dancing', 'dj', 'douchebag', 'douchebags', 'food truck', 'foodie', 'gossip girl', 'meatpacking', 'mee-crop', 'peking duck', 'restaurant', 'sex and the city', 'top chef', 'ty ku']
2008061	['pho', 'saigon', 'saigon grill', 'social dining', 'vietnamese food']
2008115	['bar', 'belgian style frites', 'bratwurst sandwich', 'burgers', 'onion rings', 'people watching', 'soho', 'table seating']
2008131	['italian', 'restaurant', 'sunday brunch']
2008133	['fine wine']
2008135	['spanish', 'tapas', 'wine']
2008164	['bakery', 'brooklyn museum', 'brownies', 'cheese straws', 'coffee shop', 'cookies', 'coveredoutlets', 'douchebag', 'douchebags', 'gorilla coffee', 'icedcoffee', 'mini cupcakes', 'nooutlets', 'nopower', 'wifi', 'wifipassword']
2008180	['bar', 'bloody mary', 'brunch', 'mediterranean', 'tapas', 'wine']
2008204	['nan']
2008223	['bakery', 'bread', 'cafe', 'cupcakes']
2008224	['swiss', 'swiss brasserie']
2008228	['bravoandy', 'choice eats', 'coffee', 'coffee shop', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'french macaroons', 'gossip girl', 'nutter butter', 'pastries', 'thomas keller', 'top chef just desserts']
2008234	['rasta pasta']
2008276	['bowling alley', 'diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegan']
2008290	['cocktails', 'free popcorn', 'garden', 'outdoor space', 'restaurant']
2008328	['coffee', 'coffee shop', 'starbucks', 'tea']
2008334	['thai']
2008433	['gluten free', 'good pizza']
2008434	"[""Bloomin' Onion"", 'Outback', 'Restaurant', 'Steakhouse', 'bar', 'beer', 'chain', 'chelsea', 'cocktails', 'college', 'frat boys', 'manhattan', 'restaurant', 'steak', 'wings']"
2008510	['diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'sushi']
2008515	['coffee', 'healthy', 'soup', 'tea', 'vegan', 'vegetarian', 'wi-fi', 'wifi']
2008606	['nan']
2008607	['french', 'frites', 'mussels']
2008613	['bravo', 'choice eats', 'cup cake', 'four stars', 'italian', 'joe bastianich', 'lidia bastianich', 'mario batali', 'mark ladner', 'michelin star', 'nymag', 'people']
2008643	['top chef', 'warung lamongan']
2008652	['nan']
2008668	['astoria', 'brunch', 'restaurant']
2008674	['cerviche', 'elote', 'family', 'good_mark', 'mexican', 'mexican food', 'park', 'pupusa', 'soccer', 'tacos', 'watermelon juice']
2008698	['bbq', 'beer', 'calamari', 'chicken', 'duck', 'food', 'mixed drinks', 'noodles', 'salad', 'spring rolls', 'thai food', 'vegetarian', 'wine']
2008702	['coffee', 'flatbread pizza', 'salad', 'sandwich', 'soup']
2008706	['nan']
2008713	['burgers', 'cheese fries', 'shakes', 'spiked shakes', 'waffle fries']
2008770	['bravo', 'foodie', 'japanese food', 'top chef', 'wsj lunch box', 'yakitori', 'zagat-rated']
2008800	[' socialite', 'blackbook', 'bon appetit mag', 'douchebag', 'douchebags', 'fresh tofu', 'gossip girl', 'iron chef', 'masaharu morimoto', 'miso', 'nymag', 'pizza', 'sushi pizza', 'ty ku']
2008832	['bar', 'cocktails', 'drinks', ' food', ' music', ' rooftop', 'french', 'hipsters', 'moules frites', 'restaurant', 'rooftop', 'summer night', 'terrace', 'williamsburg']
2008844	['cozy', 'gluten-free', 'organic', 'vegan', 'vegetarian']
2008893	['inexpensive lunch', 'noho', 'sandwiches', 'vegetarian']
2008905	['gravy', 'roast beef', 'sandwiches', 'soup']
2008921	['guacamole', 'mexican']
2008922	['2 l boots of beer', 'austrian', 'eat', 'financial district', 'german', 'great cocktails', 'neighborhood gem', 'schnitzel', 'trendy']
2008947	['bbq', 'fried chicken joint']
2008953	['cheese', 'import goods', 'lunch', 'mario batali', 'olive oil', 'olives', 'porchetta', 'sammiches', 'sandwiches', 'tapas']
2008959	['nan']
2008990	['happy hour snacks and great margaritas!!! m-f 5-7pm', 'mustache having logo', 'social dining']
2009035	['cannoli', 'dessert']
2009062	['nan']
2009108	['coffee', 'good music', 'hummus', 'lemonade', 'salads', 'sandwiches', 'smoothies', 'wifi']
2009109	['nan']
2009110	[' breakfast', ' tea', 'sandwiches']
2009111	['cheapism', 'cheapskate', 'falafel']
2009137	['bowling alley', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'record shop', 'ski area', 'vegetarian']
2009150	['3 michelin stars', 'bon appetit mag', 'danny meyer', 'great service', 'hiphostessnyc top pick', 'michelin star', 'nymag', 'socialite', 'tasting menu', 'three michelin stars', 'zagat rated', 'zagat-rated']
2009156	['nan']
2009170	['dessert', 'food', 'pop-overs', 'steak', 'steakhouse', 'wine']
2009173	['bar', 'beer', 'chill', 'chowda', 'drinks', 'food', 'lobster', 'mojito', 'sand', 'surfing']
2009204	['burger', 'french fries', 'milkshakes', 'ronnybrook']
2009209	['backyard', 'bar', 'bar menu', 'beer', 'food', 'liquor', 'local food', 'park slope', 'seasonal food']
2009212	['brunch', 'cobble hill', 'dinner', 'italian', 'restaurant', 'tapas', 'very good', 'wine']
2009223	['australian', 'poutine']
2009238	['malaysian']
2009239	['nan']
2009250	['beer', 'burgers', 'chicken burgers', 'happy hour', 'hot bartenders & waitresses', 'milk shake', 'milkshakes', 'sweet potato fries', 'trendy']
2009260	['new york city', ' ice cream']
2009262	['charcuterie', 'cheese', 'cupcakes', 'hot chocolate', 'paninis']
2009263	['brazilian', 'brunch', 'live music', 'mojitos']
2009264	['barbecue', 'bbq', 'bourbon', 'cornbread', 'macaroni and cheese', 'ribs']
2009298	['brunch', 'italian', 'pizza', 'pre theater', 'zagat-rated']
2009305	['+ cheap eats', 'dead simple menu', 'late night food']
2009307	['nan']
2009335	['black and white cookies', 'buttermilk biscuits', 'cheap sandwiches', 'coffee', 'crullers', 'donuts', 'donuts', ' black and white cookies', 'red velvet donuts', 'sandwiches']
2009342	['scrumptious']
2009363	['nan']
2009374	['awesome chili', 'biscuits', 'brooklyn', 'brunch', 'douchebag', 'exotic brunch menu', 'hot cocoa', 'stumptown coffee']
2009389	['nan']
2009405	['curry', 'free byob b4 6pm', 'happy hour specials', 'lunch specials!', 'sticky rice']
2009419	['bigsalads', 'israeli']
2009431	['brunch', 'cafe', 'coffee', 'wifi']
2009436	['aguila beer from colombia', 'arepas', 'arroz con pollo', 'bananas fausto', 'bandeja paisa', 'bogota latin bistro', 'botero paintings.', 'brazilian caipirinhas', 'brunch', 'check them out on facebook too', 'chelsea the bartender', 'child(ren) friendly', 'classic margaritas', 'coconut margaritas', 'colombian aguardiente', 'colombiana la nuestra soda', 'corn on the cob', 'dominican mangu brunch', 'enclosed patio', 'excellent variety & price point', 'friendly staff', 'frozen margaritas', 'fruit flavored mojitos', 'gay friendly', 'ginger margaritas', 'great empanadas', 'great service', 'happy hour', 'imperial beer from costa rica', 'kitchen open till 1 am fri & sat', 'late night hours', 'latin american brunch', 'latin brunch', 'latin cocktails', 'latin music', 'margaritas', 'mayor gets a promo', 'mojito bar', 'morcilla', 'near brooklyn museum', 'near southpaw', 'opentable reservations', 'outdoor patio', 'owners are always present', 'party space', 'photo gallery', 'quesadillas', 'ron medellin', 'sauza margaritas', 'spanish spoken here', 'specials really are special', 'strawberry margaritas', 'sugary mojitos', 'they \\tweet\\ fun promos', 'they are on foodspotting.com', 'they got heat in here.', 'this place is very festive', 'tona beer from nicaragua', 'well run', 'yummy cubano sandwiches']
2009448	['nan']
2009450	['cannoli']
2009460	"['no reservations', ""sake'"", 'sashimi', 'sushi', 'zagat-rated']"
2009463	['coffee', 'tea']
2009464	['ramen', 'sashimi', 'sushi', 'udon']
2009468	['lobster', 'lobsterroll', 'oysters']
2009473	['nan']
2009474	['nan']
2009476	['nan']
2009495	['breakfast']
2009496	['nan']
2009497	['food', 'restaurant', 'social dining']
2009498	['dessert', 'italian restaurant']
2009526	['foods', 'hotdog', 'restaurant']
2009558	['cocktails', 'cupcakes', 'prix fixe', 'sake', 'soft serve', 'soy', 'wsj']
2009561	['coffee', 'starbucks']
2009602	"['airport', 'brooklyn', 'brooklyn museum', 'brunch', ""cheryl's global soul"", 'coffee shop', 'dog run', 'gallery', 'park', 'soul food', 'theater']"
2009611	['coffee', 'starbucks']
2009615	['coffee shop', 'douchebag', 'fair trade', 'organic', 'stir brew']
2009620	['drink', 'food', 'restaurant', 'steakhouse', 'steaks']
2009643	['nan']
2009652	['art', 'classes', 'clover', 'coffee', 'coffee cupping', 'espresso', 'guest espresso', 'latte', 'merchandise', 'pastries', 'rocket espresso machine', 'synesso', 'table seating', 'tea', 'thiswasadupe']
2009664	['byob', 'calzone', 'carroll gardens', 'douchebag', 'douchebags', 'gossip girl', 'italian', 'outdoor', 'restaurant']
2009684	['bakery', 'bubble tea', 'desserts', 'pastries']
2009707	['brunch', 'cacio e pepe', 'restaurant']
2009712	['restaurant']
2009718	['nan']
2009719	['park', 'pizza']
2009720	['cocktails', 'organic', 'romantic']
2009726	['nan']
2009727	['beer', 'frat boy', 'girls', 'neighbourhood bar', 'wings']
2009743	['knot', 'pasta', 'people', 'pepperoni', 'pizza', 'salad', 'slice', 'trendy']
2009762	['cafe', 'chocolate', 'hot chocolate', 'tea']
2009772	"[""famous joe's"", 'fresh mozzerella', 'open late', 'pizza', 'slice', 'slices', 'spider-man']"
2009780	['bakery', 'donuts', 'doughnuts', 'egg cream', 'egg sandwiches', 'ice cream', 'pastries']
2009792	['bar', 'deep dish', 'gluten free', 'multigrain', 'open late', 'pizza', 'snack hours']
2009793	['cheap', 'dinks', 'food', 'free beer', 'polish', 'polish food', 'restaurant', 'zywiec']
2009794	['cozy', 'greenpoint', 'pierogies', 'polish', 'restaurant']
2009817	['cuban', 'cuban restaurant']
2009821	['24 hours', 'breakfast', 'cheese', 'diner', 'dinner', 'lunch']
2009854	['good for groups']
2009870	[' great wine and sake selection. specialty drinks are created in house and updated seasonally', 'bar', 'dumplings', 'sake', 'teriyaki', 'tokyo chic decor']
2009892	['gym', 'pizza']
2009932	['dim sum']
2009934	['brunch', 'jam', 'omelet', 'waffles']
2009945	['barbecue', 'bbq', 'beer', 'bourbon', 'cider', 'pork', 'ribs', 'sausage']
2009953	['cafe', 'coffee', 'free wifi', 'tube sandwiches']
2009962	['byob', 'garden']
2010026	['nan']
2010032	['24 hours in astoria', 'american cuisine', 'astoria', 'best ambiance', ' astoria', 'best beer list', 'best beet list', 'best brunch in astoria', 'best late night dining', 'best wine list', 'brunch', 'date spot', 'industry spot', 'wine spectator wine list']
2010054	['coffee']
2010057	['cafeteria', 'coffee', 'cosmopolitan', 'country living', 'desserts', 'employee cafe', 'esquire', 'flatbread', 'food', 'food network magazine', 'good housekeeping', 'grill', 'hearst', 'hearst corporation', 'hearst tower', 'house beautiful', 'light & delish', 'non-fat frozen yogurt', 'o the oprah magazine', 'pizza', 'popular mechanics', 'redbook', 'rotating action station', 'salad bar', 'sandwich', 'seventeen', 'sushi', 'the daily green', 'town & country']
2010072	['nan']
2010073	[' douchebag', 'bravo', 'cheesecake', 'desserts', 'luckmag', 'zagat', 'zagat-rated']
2010074	['brunch', 'unlimited mimosa brunch']
2010099	['nan']
2010160	['nan']
2010173	['beer', 'bistro', 'date', 'delivery', 'dining', 'dinner', 'french', 'garden', 'group', 'outdoor', 'party', 'restaurant', 'romantic', 'wine']
2010192	['awesome bartenders', 'bravo', 'gallery art', 'ice cream', 'sociality', 'top chef', 'zagat-rated']
2010197	['nan']
2010211	['beer', 'margaritas', 'mexican food', 'pool table', 'stupid sauce', 'tacos']
2010214	['nan']
2010224	['coffee', 'tempat ngopi enak']
2010225	['sandwiches', 'spicy']
2010235	['cafe', 'hot chocolate', 'laptop-friendly']
2010256	['absinthe', 'bistro', 'brunch', 'cocktails', 'mussels', 'omelets', 'presion', 'steak and eggs']
2010261	['coffee', 'fresh grind']
2010282	['blt', 'brunch', 'mac and cheese', 'marco & pepe']
2010289	['pizza', 'pizzeria']
2010302	['chicken and waffles', 'cocktails', 'omelet', 'outdoor seating', 'pre-show']
2010324	[' douchebag', 'coffee', 'creative', 'free wifi', 'holiday hero badge', 'locals', 'socialite', 'tea']
2010379	['eco-friendly', 'gluten-free', 'green', 'organic', 'organic cocktails', 'sustainable', 'vegan', 'vegetarian']
2010383	['alsatian', 'beer', 'bistro']
2010401	['beer', 'dirty beer taps cept the sam seasonal', 'food', 'happy hour', 'suprisingly good pizza']
2010436	['bravo', 'douchebag', 'food', 'italian', 'pizza', 'socialite']
2010489	['bao', 'good_mark', 'kau fu', 'scallion pancakes', 'soup dumplings', 'xiao long bao']
2010543	['burritos', 'chile verde', 'margaritas', 'mexican food', 'park slope', 'tacos']
2010551	['bar', 'filipino', 'restaurant']
2010559	['gluten free', 'lunch special', 'vegan friendly', 'vegetarian friendly']
2010604	['barbecue', 'bbq', 'bbq pitmaster', 'birthday parties', 'bluebell icecream', 'collard greens', 'college', 'corn pudding', 'corporate event space', 'corporate parties', 'country music', 'cupcake', 'dessert', 'event space', 'green bean casserole', 'holiday parties', 'lone star beer', 'longhorns football', 'mac & cheese', 'redskins bar', 'southern']
2010635	['food']
2010639	['best turkey sandwich', 'coffe', 'coffe shop', 'coffee', 'coffee shop']
2010643	['chelsea market', 'dessert', 'food', 'ice cream', 'lunch', 'milk', 'milk shakes', 'yogurt']
2010680	['beer', 'cocktails']
2010690	['beer', 'burgers', 'onion rings']
2010694	['college', 'frat boys', 'sangria']
2010716	['social dining']
2010719	['nan']
2010756	['burger', 'sushi']
2010760	['social dining']
2010761	['free wifi']
2010765	['brunch', 'brunch spots', 'cava', 'ceviche', 'cocktails', 'dinner', 'freestyle', 'groups', 'latino', 'paella', 'spanish', 'tapas']
2010777	['frozen yogurt']
2010782	['nan']
2010784	['bbq', 'crunk', 'food', 'fried chicken', 'nyc', 'soul food', 'southern', 'tastiness']
2010785	['opentable', 'steakhouse']
2010786	['hotel restaurant']
2010798	['crayon art', 'lunch', 'small dining room', 'vegan', 'vegetarian']
2010799	['vegetarian']
2010800	['brunch', 'burger', 'cocktails', 'food', 'fried chicken', 'friendly service', 'happy hour', 'lunch', 'trendy']
2010814	['sushi']
2010815	['empanadas', 'fun atmosphere', 'good food', 'overpriced']
2010818	['breakfast', 'brunch', 'coffee', 'noodles', 'sandwiches']
2010824	['blogger hangout', 'cupcake', 'cupcakes', 'nautical', 'oysters', 'raw bar', 'restaurant', 'seafood', 'soho', 'sushi', 'sushi restaurant', 'tech hangout']
2010835	['cheap', 'students', 'thai']
2010853	['cool bartenders', 'small']
2010873	['bbq', 'bon appetit mag', 'bravo', 'cupcake', 'foodie', 'hot dog', 'pizza', 'top chef']
2010897	['bbq', 'korean']
2010904	['burgers', 'jukebox', 'outdoor seating', 'sports']
2010935	['art galleries', 'cave', 'food', 'italian', 'wine']
2010947	['burgers', 'places to see in nyc']
2010965	['a-list', 'bar seating', 'black tea soft serve ice cream', 'david chang', 'dessert', 'food & wine best new chef', 'fried chicken', 'homemade soda', 'kimchi', 'large-format', 'noodles', 'pork', 'pork belly', 'pork buns', 'prix fixe', 'ramen', 'slushies', 'soft serve ice cream', 'steamed buns', 'wheelchair access', 'zagat-rated']
2010966	['2 michelin stars', 'david chang', 'michelin star', 'raw', 'tasting menu']
2010969	['nan']
2011006	['bistro', 'french']
2011029	['restaurant']
2011055	['japanese', 'seafood', 'sushi']
2011056	['balls', 'hamburger', 'hipsters', 'no reservations', 'salad', 'vegan', 'vegetarian', 'veggie-friendly']
2011060	[' better service', ' eatry', 'bar', 'good food']
2011100	['bar', 'breakfast', 'brunch', 'dinner', 'donut', 'lunch', 'photobooth', 'restaurant', 'work']
2011108	['chinese', 'dim sum', 'diner', 'fried chicken', 'karaoke bar', 'record shop', 'sushi', 'vegetarian', 'wonton soup']
2011112	['brunch', 'burgers', 'fried chicken', 'fried pickles', 'mac & cheese', 'milkshakes', 'southern', 'stumptown', 'tater heaven', 'tater tots']
2011114	['art', 'brunch', 'charcuterie', 'daniel boulud', 'douchebag', 'french restaurant']
2011125	['forest hills', 'mexican food']
2011129	['nan']
2011130	['michelin star']
2011134	['bakery', 'cafe', 'sweets']
2011137	['bento box', 'sake', 'sushi']
2011147	['bar', 'brunch', 'diana ross', 'drag queens', 'menudo']
2011166	['lamb with cumin', 'nose-dripping spicy', 'sichuan food', 'spicy sesame noodles', 'spicy sichuan szechuan chinese food', 'wo yao han ladt']
2011171	['nan']
2011173	['barbeque', 'bbq', 'bravo', 'cupcake', 'douchebag', 'people hot spot badge', 'people vip', 'timeoutny', 'top chef', 'vip', 'wsj lunch box', 'zagat', 'zagat-rated']
2011178	['drinks', 'zagat-rated']
2011182	['coffee', 'espresso', 'pastries']
2011192	"['atm', 'bar', 'brick oven pizza', 'deserts', 'italian', ""lots of tv's"", 'pizza smell', 'soccer', 'sports', ""toby's cheap beer""]"
2011193	['nan']
2011214	['bar', 'bedford', 'bloody marys', 'brunch', 'mediterranean restaurant', 'restaurant', 'turkish restaurant', 'will tower', 'williamsburg']
2011238	['indonesian']
2011252	['clover', 'coffee', 'cold brewed ice coffee', 'free wifi', 'garden', 'good_mark', 'hipsters', 'outdoor seating']
2011255	['breakfast', 'happy hour', 'timeoutny', 'wifi', 'wine']
2011259	['backyard', 'beer', 'biscuits', 'brooklyn', 'farming', 'firepit', 'fried chicken', 'hipsters', 'magazine', 'nyt', 'pizza', 'trendy', 'wood paneling', 'zagat-rated']
2011318	['nan']
2011355	['cakes', 'coffee', 'cookies', 'good_mark', 'lunch']
2011362	['# bon appetit mag', 'beer', 'bon apettit', 'bon appetit mag', 'boroughs', 'brooklyn', 'cafetaria', 'douchbags', 'food', 'foodie', 'frat boy', 'good_mark', 'luckymag', 'manhattan', 'new lunch spots', 'open late', 'pizza', 'restaurant', 'socialite', 'take out', 'wsj lunch box', 'wsj lunchbox', 'wsj urban adventurer', 'zagat', 'zagat-rated']
2011372	['amanda reade sturgeon', 'brunch', 'contemporary', 'john fraser', 'lunch', 'michelin', 'monday night veg', 'new american', 'private dining', 'restaurant week', 'seasonal', 'sherry', 'sunday suppa', 'tasting menu', 'thrillist', 'upper west side', 'uws', 'vegetarian']
2011446	['barbecue', 'barbeque', 'bbq', 'japanese', 'spinach']
2011485	['asian', 'dessert', 'diner', 'dog park\\/dog run', 'fake delicious chicken', 'karaoke bar', 'record shop', 'ski area', 'social dining', 'soy', 'vegan', 'vegetarian', 'vegetarians', 'veggies']
2011486	['bakery', 'bubble tea', 'chinatown', 'chinese', 'dessert', 'fayda', 'food', 'manhattan']
2011536	['awesome chicken paillard!', 'bread', 'coffee']
2011622	['marc forgione', 'michelin star']
2011635	['bloody marys', 'brunch']
2011636	['bar', 'burgers', 'folklore', 'food', 'haunted', 'pub', 'sandwiches']
2011637	['24 hours', 'bowling alley', 'breakfast for dinner', 'diner', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian\\/vegan']
2011641	['latin american', 'tapas']
2011655	['bakery', 'cookies', 'douchbag', 'douchbags', 'karaoke', 'levain bakery', 'music', 'nymag', 'the best cookies']
2011660	['chinese', ' dim sum', ' peruvian', 'wheelchair access']
2011664	"[""50's music"", 'burger', 'burgers', 'diner', 'forest hills', 'free toppings', 'french fries', 'jukebox', 'malts', 'milk shake', 'milkshakes', 'onion rings', 'shakes']"
2011678	['nan']
2011681	['coffee', 'cozy', 'quite possibly the best coffee in nyc.  very consistent', ' and always fresh']
2011682	['choco chips', 'douchebag', 'douchebags', 'gelato', 'gossipgirl', 'ice cream', 'popular', 'trendy', 'trendys']
2011685	['coffee', 'crepes', 'french food']
2011717	['board games', 'burgers', 'chipotle mayo', 'darts', 'deep fried mac n cheese', 'frat boy', 'patio', 'pool table', 'shuffle board']
2011733	['burritos', 'hipsters', 'late night', 'mexican', 'tacos']
