userid	venue_id	tips
1028925	2001639	Get the tomato fennel soup and the bacon duck goat cheese pizza. Then dip that pizza in the soup! Main course is pancakes!
1047699	2001639	I crave their cookies on a daily basis.
1080605	2001651	Tuesday salmon specials! Rolls or sashimi, everything!!
1016654	2002524	Guinness and a Jameson, please. Hangover in the morning.
1029123	2002524	The fries here are crazy crispy and delicious! You must. For real.
1195669	2002524	Great happy hour until 9pm every day... and all day on weekends. Near Grand Central, where its sometimes hard to find something \
1016654	2002524	Lou, Kyle doesn't know how to make a pickle back. Go play with your pickle on your own time.
1020555	2002534	Best. Guacamole. Ever.
1029831	2002534	A little overpriced and overrated but the staff is sweet and the food and drinks are indeed yummy.
1159682	2002534	Pop singer Official Hank says.... sip Prickly Pear Margaritas on the terrace with chorizo queso! www.officialhank.com
1107580	2002534	Tomatillo salsa is the bomb digity.
1123414	2002537	Considered by many to be the best pho in Manhattan
1037026	2002537	Stick to the basics: get the #26.
1049805	2002538	Galbi lunch box is what's up.
1049755	2002538	Get the gal bi
1237785	2002538	Excellent service, unlimited korean style kimchi appetizer! Try the spicy tofu stew (soodubu chigae) and the stone bowl beef bibimbop!! It is soooooo good!
1015438	2002538	Great lunch specials including naeng myun (both broth based and spicy) and seaweed soup with tons of mussels. Super Korean!
1237785	2002538	They don't refill the apptizers anymore...
1030502	2002538	Can't remember the korean name, but the rib eye bbq was excellent.
1038305	2002540	The best Korean in ktown!!  Their soon du bu rocks, get it extra spicy.  Love the naeng myun too!
1238993	2002540	I am the only white person here. And the bathroom stalls are see through
1000072	2002541	not on the menu: ask for the cotton candy. usually a table with kids gets it--and then the whole place wants it
1015416	2002541	Tribeca is my favorite location. Reasonably priced wine and delicious food. Check out the ground floor bar or, if you're with a large group, the large, circular booth upstairs.
1027292	2002541	Seriously. It's like when you have an empty cupboard of food and experiment with what's left... Highly disappointing!
1023264	2002561	The best pizza you can possibly eat in New York City. Others will scream about Grimaldi's or some other place, the is no better pizza than Di Fara. Take the Q train to Ave J, you will never regret it
1053346	2002561	Bring cards and your own beer. The wait is long but so worth it!
1265904	2002561	Great Pizza, but $5 a slice!!!!  The Pope would have to make it and serve it !!
1043127	2002561	Great great pizza but not worth the price + wait.
1024296	2002561	Do like the locals and ask for the off-menu salad
1019408	2002561	go with a group of four sometime to try their really expensive $25 pies with imported ingredients
1011067	2002562	Yummy exotic Japanese goodies. Go for the gizzards and hearts if you're feeling exotic.
1087167	2002562	I love this place! The scallops are bomb!
1064600	2002562	Spicy tuna bowl! Fried squid legs! Beef tongue yakitori! Just do it.
1012280	2002577	The line is crazy at this spot
1053535	2002577	NYCs #1 Friday Urban Party !! LADIES Always FREE before Midnight and reduced after. Just say you on Belo's List @ the door. www.BELOPARTIES.com
1060486	2002577	djing Here every third sundays!
1060486	2002577	I DJ here every Third Sunday of the month along with 21-to-drink.  Hit me up if you like my stuff!http:\/\/www.twitter.com\/djshakez
1038431	2002578	Cash only!
1000104	2002578	A panini with prosciutto, avocado and a little spice? How can you *not* try the Posh BLT? Do it.
1038431	2002578	The Bronte Burger is where it's at. It's amazing!
1053273	2002578	best burgers in new york try the bronte
1040266	2002578	Whaley Burger w fried egg, red beet and pineapple. Ozzie style!
1011067	2002578	Petite spot with a big bite. Get the pasta bowl @Ruby's Cafe and Wine Bar.
1057576	2002585	Walk to the rooftop (if open) for a nice treat :-)
1086797	2002585	Straight up Coyote Ugly meets Bourbon Street mayhem. Head for the upstairs event space for private events. Only been once, so can't give an in-depth review.
1057576	2002585	Will say one thing: Grilled Rolled Eggplant. That's all for now
1057576	2002585	Try the south west chk.  Its awesome :-)
1015247	2002586	One of our favorite neighborhood standbys. Steak and fries or skate almost every time, though also incredible chicken (yes, chicken). Must start with escargot. (3 of 4 petals via Fondu)
1024772	2002593	Try the Aussie Burger: fried egg, beets, pineapple toppings.
1011367	2002593	Lamb shank was really good (3 of 4 petals via Fondu)
1019335	2002606	The turkey burger is always a delicious, safe bet!
1193062	2002606	Great brunch, if you love dogs you'll love this place regardless the food.
1184931	2002622	Lovely place- the staff is great.  We had a work event here and it was fantastic- I recommend it for events!
1008767	2002623	Stay away from the south side of the restaurant. It smells like a sewer.
1029831	2002623	Jean Georges does it again. Spicy chicken wings FTW.
1022658	2002623	Try their homemade ginger ale for a change
1115882	2002623	This place is amazing! From appetizers to dessert to service, everything was perfect! Recommend the ginger rice as well as the shrimp&pineapple app!
1039203	2002623	Try the vietnamese springrolls .. simply brilliant!
1096945	2002623	They have the best Salmon tartar!  The avocado is so ripe & sweet!  Everyone here  seems so happy...I luv this restaurant.
1062536	2002623	Try hum Rum with the Cherry-Yuzu Soda, it's a ginger-cardamom-hibiscus-Kaffir lime infused rum that is like bottled Spice Market
1062536	2002623	Hum Rum is Spice Market in a bottle
1211609	2002623	Whiskey Passion Fizz! Get one , maybe even three! We only had drinks here and already want to go back for more. Can't wait to eat here! Loved everything about it the look , the vibe, and even the smel
1031304	2002623	Try the Chicken potstickers (via @Foodspotting)
1054459	2002623	Try the Papaya Salad - Love this salad #vegetables #papaya (via @Foodspotting)
1030361	2002623	Exotic flavors! Try the cod and sangria.
1025438	2002626	Mmm coffee granita
1033583	2002640	HIGHLY recommend the Spiedino di Mare. Simply amazing. But remember it's CASH ONLY.
1015416	2002640	Willig calls it \
1050489	2002642	Delicious prix fixe business lunch.  Bright and airy decor with an interesting menu.  Reasonably priced as well for the area. (3 of 4 petals via Fondu)
1204517	2002642	Pricey, but hands-down best Mexican in NYC. Order the lobster tacos and the fish enchiladas.
1055150	2002658	This location is cool but 47th street is cooler. Say hi to Pam!
1125639	2002658	Try the Pad Kee Mao w\/ Chicken - Omg... (via @Foodspotting)
1138131	2002658	If you like spicy, get the Pad Key Mao with mixed seafood. Om nom nom.
1001163	2002658	Best thai in the city!
1204517	2002658	Amazing Thai. Make sure you order the Thai Beef Salad starter.
1048133	2002658	cash only!
1006360	2002658	Steamed Thai dumplings. Green or Red Curry. I always ask for extra Bamboo shoots. Say Hi to Pam. You'll have to leave Manhattan for better Thai food.
1014964	2002658	Some of the best Thai I've ever had. Atmo is totally lacking but food will make up for it. Start with soup and chive dumplings. I love mock duck salad, tofu with basil, drunken noodles. Mmm.
1024511	2002660	Be appetite-ready for massively thick French Toast.
1029020	2002660	great fish, good food
1051341	2002660	French toast and mozzarella sticks are amazing!!
1162587	2002660	I've been going there for more years than I care to admit and it hasn't changed a bit... Same great staff, same good food  :-)
1016602	2002666	The vanilla custard eclair cone is life changing.
1037895	2002666	Try the Banana Trifle!
1033560	2002666	East Village over hyped over priced mass produced desert. Might as well grab Cake Boss or Carvel. Yuck. Go West!
1038455	2002666	Mass produced desserts... You'd be better served going to Cosco. Don't fall for the hype.
1025094	2002678	Cozy coffee spot in west village. Will come back. (3 of 4 petals via Fondu)
1062068	2002678	Hipsters grab ahold of the last coffee shop. Horrendously with no WIFI!
1005183	2002678	Best cafe in the west Village outside of Grounded on Jane.
1082569	2003184	The Shake Shack cheeseburger is a classic of Americana in the heart of NYC-a compact patty of juicy, medium-cooked meat plied w. lettuce, tomato, onion, & pickle, slotted neatly into a squishy bun
1000072	2003184	the 'shroom burger is the best thing here: bite into it and drown in cheese. wash it down with a lemonade
1000072	2003184	eat a giant \
1020555	2003184	Double Stack, cheese fries & a beer, baby. Nothing beats it! Best burger in New York City.
1082569	2003184	Winner of Best Drive-In in the Village Voice 2011 Best Of issue! The closest thing you'll get in a city where no one drives.
1204657	2003184	Best hamburgers in the city- Shack Burger!
1015236	2003184	Concrete jungle shake is ridiculously awesome!!!
1031572	2003184	Go hard or go home - get the Shack Stack!
1027404	2003184	Food is great, but yes the line really is that long. If you have the time, it's definitely worth it. The Shack Burger is where it's at.
1021920	2003184	Once you have your burger, stop by Gilt City and say hi!
1025807	2003184	Try the ShackBurger and spot it on Foodspotting
1034832	2003184	Finally went here for a Shackburger and cheese fries, and it definitely lived up to all the hype. I plan to go back and try everything on the menu.
1163242	2003184	shroom burger & best fries.
1063386	2003184	Still my favorite burger in the city! Only competition for me is In Out Burger!
1039215	2003184	Try the Shack Burger and spot it on Foodspotting!
1028761	2003184	Try the Shack Burger and spot it on Foodspotting!
1036758	2003184	The ShackBurger with cheese fries is fantastic! Leave room for a strawberry shake. If you live in the area check out the online shack cam before going, long lines. It's worth the wait, though.
1042406	2003184	can do without a shake or hot food??use the B line!  NO WAIT...*itches!
1001671	2003184	sit outside with your doggy,they're super pet friendly and even have a doggy dish on the menu!
1037946	2003184	Use the online web cam to avoid lines-go earlier on weekdays nd try their custard!
1018653	2003184	Order the cheese burger if you're willing to wait in line outside. One of the best burgers & fries in the city.
1002977	2003184	everyone gets the burger. But the hot dogs are also the bomb!
1049297	2003184	a good substitute when you're craving In-n-Out burger
1060486	2003184	That's my name!
1011023	2003184	Double Shack Burger + Milk Shake together is afternoon coma death.  Pick one or the other, and toss in some fries.
1196154	2003184	I know, everyone comes here for burgers, but half the time I get the bird dog and swig it down with a frozen custard.  Is that so wrong?
1007599	2003201	If you buy the wifi, don't log out. Regardless of how long you bought, logging out ends your wifi access.
1077968	2003201	Excellent place to do some work and enjoy a hearty meal. The chicken fingers with honey balsamic sauce is great!
1095346	2003205	The black spaghetti with seafood was awesome - not your traditional marinara, this one has a kick to it!
1228040	2003205	Try Steak tartare!
1059284	2003205	Love the Eggs Benedict I just had. Fresh brewed coffee is deelicious
1029123	2003205	Everything was so salty, to the point of inedible! The mussels w\/ curry and apple, the fries, the monkfish with polenta...maybe it was an off night?
1035752	2003214	Real meatballs and chicken parm. Amazing white sangria.
1013095	2003215	Avoid. Multiple staff showed remarkably unaccommodating service, and the bathrooms (and everything around them) smell like a sewer
1003205	2003216	Go to Brick Cafe and get the burger with mushrooms and cheddar.  If the blueberry bread pudding is one of the dessert specials, get it.
1081275	2003216	4-cheese burger w\/truffle oil is out of this world. Outdoor seating is nice. Service is great.
1019615	2003216	Amazing, amazing brunch. Get the omelet with smoked salmon and tomatoes. Great olive spread as well.
1028196	2003216	Cozy little brunch place with mediocre service, condiments served in mouthwash cups but a stellar, I mean stellar ricotta and sundried tomato omelete. Oh yeah & try the French toast!
1257034	2003216	Whatever you do don't get the cheesecake w blueberries for dessert. Very spongy and not cheesecake-y at all.  Love all of their pasta.  Oh and try the chicken francese!
1000072	2003218	perfect for late night talks (snag one of the booths)
1082569	2003218	Bubby's Griddle Breakfast voted #5 on The Village Voice's 10 Best LateNight Eats in New York City: http:\/\/bit.ly\/GzqeQx
1005183	2003218	Beat brunch in the city. Get the Bubbys Bkfst with cheese grits
1036384	2003218	if you spot @jsamps here, make sure he's using utensils and not his hands... Again.
1027648	2003218	expensive, but tastey. Not to mention, it's open 24\/7!
1023524	2003218	While Bubby's pancakes are out of this world, I love their duck hash with sunnyside up eggs for brunch.
1027646	2003218	Bring cash, and more than you'd think.
1030519	2003218	Great exp during the day - food & service excellent & great community vibe. But went after 11pm (it's open all night) & staff quality abysmal; took 2 hours in empty bar to order some nachos & pie.
1247274	2003218	Lunch with @topbrassvodka
1159682	2003218	Taste like grandma cooked dinner! Comfort deliciousness! http:www.itunes.com\/officialhank
1079974	2003218	Take a photo
1204375	2003218	Good food, lovely service.
1258445	2003218	Amazing brunch with a great view of the water & Brooklyn\/Manhattan bridge! Try to get the specials! Had the beef flank benny - amazing! The Huevos and sausage are yum & get a watermelon lemonade!
1005183	2003218	They now charge $2 for biscuits. Poor decision
1040642	2003218	The good here is great in general. Worth the price that they charge.
1061546	2003218	New pie(today!) Maple Pecan
1052230	2003218	The peanut butter and chocolate pie is amazing!!!!!
1026197	2003218	Good bloody Mary, great gazpacho,  but the salmon nicoise salad had too mug food on the plate!  Everything would have fallen of had I tried to cut it.  (the salmon was good tho)
1003021	2003218	great breakfast in TriBeCa
1223170	2003219	Have the healer chicken soup - good for the soul, esp on a cold day
1000943	2003224	Seriously one of the best meals I've had end to end.  Most I've ever been excited about a desert menu.
1072667	2003225	A great variety of dim sum. Perfect for lunch or with a happy hour drink!
1014964	2003225	Some of the best Asian I've had in NYC. I loved the tom yum soup, the garlic green beans and the oyster dumplings most. And the red sangria. Mmmm.
1013999	2003225	Happy hour cocktails are $4 from 5-10pm! Mojito, pineapple mojito, coconut Cosmo & more!
1013999	2003225	The mango chicken is a nice \
1082569	2003227	Their Traditional Australian Mutton Stew was a featured dish at Choice Eats!
1042214	2003227	Sunburnt Cow has a a good New Zealand beer called Steinlager. Try it out.
1024672	2003227	Lamb balls. No. Really.
1007076	2003227	20$ all you can drink for 2 hours. Best pre-game \/ dive bar date spot
1031257	2003227	flirt with the Australian bartenders; love their accents.
1031257	2003227	Go Mondays for $5 burgers and get the steak sandwich.  Wash it down with a $5 Australian beer.
1008466	2003228	The best sushi in Nolita
1159682	2003228	Sautéed Banana Desert is my fav!!!
1006411	2003229	Try the Apple Strudel - #best (via @Foodspotting)
1006411	2003229	Try the Hungarian Coffee - #strong (via @Foodspotting)
1048637	2003229	Best croissant I've ever had. The coffee isn't great, but the refills are free. My absolute favorite place for studying and peoplewatching.
1133137	2003229	When do I leave the Upper East Side? When I know Columbia University cuties (like our caffeine-addicted friend D) await me at the other end of the long journey West. I have priorities!
1024506	2003231	Don't be afraid to ask for your check - if you don't, they may never bring it!
1143431	2003235	Half pasta half paninni lunch deal is impossible to beat.
1000616	2003243	Try not to let the head in the bathroom freak you the F out.
1079500	2003246	Fantastic food and service. Highly recommend for authentic Italian experience in Little Italy!
1029383	2003246	Food OK, but the 20% service charge is not reflected in any of the service they provide, like the $30 dlls house wine, warm bread served only once, or just 2 waitersfor the whole restaurant. Don't go.
1015137	2003246	Slow service, average minus food. Not coming back here
1232655	2003250	Karaoke is such a great time here. Be sure to bring the black card.
1008466	2003266	Get the Veal Meatballs.
1007366	2003266	Really great brunches & reasonable prices.
1015947	2003266	Great bloody Mary!!!
1009390	2003266	get the chowder with little neck clams and pork belly.  mmmmm.
1080608	2003266	normal tasting food for a premium price. leave while you still can !!!
1044555	2003266	Try the dark and stormy!
1053109	2003273	$29 a person for brunch gets you an entree and unlimited champagne cocktails.  Pleasant staff also makes this a pleasant afternoon event.
1211609	2003273	Classy, delicious, and warm\u2026 I will certainly be back! Can\u2019t wait for brunch!...Check out the rest of our night here.
1033560	2003278	The best restaurant in Little Italy. Don't waste time going anywhere else.
1014455	2003278	Lovely Place, Good food!
1014342	2003281	It's like Philadelphia away from home. Gotta love Philly fans that live in NYC.
1024296	2003281	Best goddamn Philly cheese steak in New York.
1016255	2003281	great place to watch Philly games
1156796	2003281	Brought some friends to my favorite Cheese steak place in NYC. They were amazed. I want another chicken wid wiz right now.
1004646	2003281	Fried pickles.
1033953	2003281	The foods' kinda crappy...stick with the drinks!
1065107	2003284	get a free mimosa with brunch!
1090033	2003293	They serve peach gelato in a frozen, hollowed-out peach. Perfect to go with your white wine and an afternoon of summer people-watching.
1249523	2003293	Family Style dishes...so don't over order! . Make sure one person is delegated to order for the group its less confusing! They accommodate large groups of 15 or more! Great service!!!
1075042	2003294	The service is not good,  the place needs a food makeover asap.....horrible food presentation...disappointed.
1055428	2003294	Don't be fooled by it's location or it's look, it truly is nothing more than a pricey late night diner with a nice view.
1082569	2003297	There's something for everyone at Morell Wine Bar -- they have over 2,000 wines available to choose from!
1082569	2003297	Winner of Best Wine List in the Village Voice 2011 Best Of issue! Ask your server for pairing suggestion from their selection of small plates.
1027520	2003298	The Fish and Chips are very tasty...a great atmosphere!
1049807	2003298	Irish breakfast rocks!
1038074	2003306	Hockey night in NYC Every Saturday!
1038074	2003306	Canadian grey cup game party! Thanksgiving Sunday!
1077380	2003310	Go for happy hour $5 peroni and $6 wine..nice outdoor seating.
1020092	2003310	Unwind events happen twice here!      50 plus people and they don't seem to care to have us back. No management of customer satisfaction !
1002812	2003310	Great for a pre-dinner Martini or a late night tipple.
1066504	2003310	Average food. Great ambiance. Give it a shot.
1049730	2003319	Get the Rigatoni Special.  Holy crap, this stuff is good.
1025807	2003335	Try the Chicken Burrito With Avocado And Sour Cream - #OccupyMyStomach (via @Foodspotting)
1002720	2003335	Under the radar take away margaritas..shhhhhhh
1082569	2003347	Winner of Best Moroccan in the Village Voice 2011 Best Of issue!
1001509	2003347	Hummus w\/ hot sauce that is amazingly hot. Duck confit that's always on the specials menu & comes w\/ amazing fries. The Bastilla. Yummy salads. Lamb tagine w\/ apricots & prunes. So much is so good!
1029177	2003347	awesome moroccan and cheap!
1077968	2003347	Omelette with Goat cheese is amazing. Plus, Pierre the bar tender is badass
1089075	2003347	The Gold Rush is amazing.  Maker's Mark, lemon and honey.
1222643	2003347	Mmmm moroccan meatballs!!!!!
1001106	2003362	Great atmosphere! But pretty crappy service and the food is so-so.
1034281	2003362	the 3 different salads i have had were each incredible.
1082569	2003372	Winner of Best Tapas in the Village Voice 2011 Best Of issue! Pair fried chickpeas with smoked paprika with a glass of Spanish red.
1016255	2003372	Best croquetas I've ever eaten (and I grew up in Miami)
1006267	2003372	razor clams.  yummm
1196154	2003372	I love this quaint tapas bar, and the menu is authentic.  The brandada is delicious, the clams are also excellent.  Always crowded and they don't take reservations.
1008952	2003372	Love the calamari po-boy sandwich. So tender
1195669	2003412	Love this place -- GREAT food \/ ambiance and very very affordable. Though, it gets very loud \/ crowded on the weekends after 9pm, so I'd go early if you want to chat without losing your voice!
1052312	2003412	nowhere else can you eat this cheap and this good - the Kang Gai is heaven.
1054488	2003412	Fried Calamai is great!! Well seasoned and great with plum sauce!
1064130	2003412	excellent thai - loved the nuur kraprow, kang panang gai, and spicy noodles (they aren't that spicy). cash only.
1054488	2003412	Calamari is GREAT with Plum sauce
1067735	2003412	The best Thai restaurant i've been to. Not to mention that it was extremely cheap, but they gave you more than enough food. For a total of Chicken with garlic sauce, shrimp with sweet and sour sauce,
1006083	2003421	Great brunch!!
1016602	2003421	Ask to sit on the rooftop and grab a drink (or two) downstairs at B61 while you wait.
1020537	2003421	Wow. Beautiful view, great service, delicious food. Loved the tamales & Huevos Oaxaca. They're also really accommodating with large groups!
1020537	2003421	Try the Huevos Oaxaca - Fried eggs over spicy beans and crispy tortillas, jalepeno potatoes and fried plantains :) (via @Foodspotting)
1034460	2003423	This place is BYOB. So i think the food is good here and worth the money, but keep in mind that this place is BYOB. And I am writing this review while i'm still here. BYOB. (4 of 4 petals via Fondu)
1026055	2003423	My friend calls this food \
1026055	2003423	Honestly, this place sucks. If you like Indian food you won't recognize what you're served here.
1052284	2003423	The butter chicken is amazing here. Make sure to go to the downstairs restaurant
1098138	2003423	I wonder what the utility bill looks like for all those lights. You want to go to the restaurant on the top right. There appears to be 3 others that look the same. We got to celebrate a bday! Oh man.
1000943	2003432	The desserts here are ridiculously good, even though they have no meat in them.
1082569	2003432	Winner of Best Patio Dining in the Village Voice 2011 Best Of issue! The back garden and surprisingly delicious raw food make it an urban oasis.
1055222	2003432	One day, when I am a very rich woman, I will hire the chef to be my personal meal maker, and achieve my dream of becoming an unwavering vegetarian.
1024438	2003432	If you need\/want raw this is the premier place for it
1078275	2003432	If you want to try flavors you've probably never tasted before, try the Pear Ravioli or Lemon Pasta, both incredibly tart (if that's your thing). Desserts are a home run in a new kind of ballpark.
1078275	2003432	Slap your tastebuds into shape with the raw and vegan offerings. Safer things on the menu (if this is your first raw experience) are the Lasagna and Tamales.
1003744	2003432	Try the raw lasagne (via @Foodspotting)
1007599	2003432	Spanking and Goji High smoothies are awesome.
1196154	2003432	I love the menu here, and the patio is perfect!
1011075	2003432	here's the trick to sitting outside: call to make a reservation. they won't give you a seat as a walk-in. also green apple juice & raw lasagna is sooo good.
1011075	2003432	zucchini lasagna + malbec + salted chocolate caramel tart = yum! plus, they have ferreira port. :-)
1054073	2003432	Sit outside and order one of everything. Lasagna. Burger. Taco salad. Shakes. EVERYTHING is good here!
1043127	2003432	This place is VERY expensive and all you get are a few vegetables. Not worth it imo.
1040642	2003441	Marinated Pork w spicy chilli pepper sauce served with white rice for $10.00! Music is crazy loud and yes like everyone else FAT FREAKING TUESDAYS!
1062736	2003441	This place has a great happy hour from 5pm-8pm! Order a meal and get a comp martini or glass of wine.
1174938	2003445	My fave place 2 eat when I was at FIT! Great memories...great food! Tomato cheddar soup is the best along w\/ the turkey blt!!!
1118847	2003445	Turkey cranberry panini is fab fab fab.
1072658	2003446	cute place .. great pastries.  order anything but the coffee.
1082569	2003449	Get the del Gato. One if you're hungry, two if you're starving, three if you're crazy.
1000850	2003449	Best Arepas in the USA
1001319	2003449	get the michelada drink. best beer cocktail ever. spicy and sweet. mostly just delicious and problem-obscuring
1043127	2003449	The coconut milkshake (cocada) is amazing. Must try.
1049297	2003449	awesome arepas, great value. love the mango sauce.
1047683	2003449	I've had nearly every arepa on the menu.  De Pabellón is the best.
1125639	2003449	Try the Butternut Squash Soup - I swear, it's really good!  (via @Foodspotting)
1125639	2003449	Try the Caña And Limón Drink - Sweet and tangy with a slight taste of Tamarindo. So good!  (via @Foodspotting)
1129680	2003449	Order the cocada with any o your arepas FTW
1125639	2003449	Try the La Sureña Arepa - Chicken and chorizo with aguacate. Enough said. (via @Foodspotting)
1125639	2003449	Try the Tostones Mochimeros - Soooo good. Thank you @taniaaaaa for Tue recommendation!  (via @Foodspotting)
1058900	2003449	Long wait? There always is. Go two doors down and order to-go.
1023442	2003449	any arepa with avocado. and don't forget to drink a michelada!
1007378	2003449	The Tequeños are like the platonic ideal of a fried cheese stick.
1231211	2003449	Lunch special for 8.50 on weekday is an arepa+soup\/salad, to stay or go. Awesome and delicious.
1006243	2003449	A15 and a Michelada make a great combo.
1042683	2003511	Get the Cuban sandwich. Wow!
1002442	2003511	if you go, sit outside. it felt so dirty inside. the food was pretty blah, so i'd say go somewhere else.
1001317	2003511	This place is the best in the summer. Sit outside, drink margaritas & beer & eat inauthentic (but good) Mexican food to your heart's content.
1004373	2003511	Try the \
1000102	2003511	They microwaved the enchiladas.
1175163	2003511	One of few restaurants still open past 9:30pm. WTF? Anyway, nice server, pretty good food. Try the beans and rice with carnitas. Yum.
1005503	2003511	BEWARE:The fish tacos are really salty.
1025438	2003521	If you're ballsy enough, try the bull penis.
1039279	2003521	Get the lightly seared fatty tuna!
1059479	2003521	If you don't eat, there is a 8 dollar per person minimum. A pitcher of Ichiban costs 8 dollars. The food doesn't. The menus have gross anime porn on them.
1051445	2003524	The fake steak au poivre is a must have!
1107013	2003524	Fuck a Club Friday (www.fuckaclubfriday.com)
1000072	2003557	sit at the bar and get the window seat. then get slices. then?
1065107	2003557	Try their meatballs
1047769	2003557	Great music in here
1001163	2003557	Be sure to get DOC pizza and Mexican Coke.
1049206	2003557	Sit at the bar, and ask for extra parmesan on your slice. The dude will freshly grate parmesan for you.
1005201	2003557	MUST try the buffalo mozzarella appetizer. Out of this world! I also had the 21st Amendment Watermelon Wheat beer - awesome!
1003266	2003560	Get the Chicken Penang Curry. It rocks.
1001768	2003575	Go to Sugar Sweet Sunshine & have a Sexy Red Velvet cupcake w their special 'Moose' (whipped mousse) frosting
1006764	2003575	Pistachio cupcake = Happiness!
1048133	2003575	pistachio cupcake with silk buttercream- drool, that good!
1017574	2003575	Spicy Pumpkin cupcake is so good. But the best surprise are the puddings! Chocolate Chip & Banana puddings give the cupcakes are run for their money!
1195601	2003575	Don't miss the pudding in the back! Chocolate chip cookie dough and cream pudding... I'd die!
1034460	2003575	This is where I go to get my sugar fix during afternoons at work. Cupcakes are solid, cheesecakes are so rich (4 of 4 petals via Fondu)
1027404	2003575	You have made a wonderful decision. Pistachio for sure. Sassy>Sexy Red Velvet.
1208452	2003575	Spicy pumpkin. Just do it. There's no better option, I promise you.
1020711	2003575	Peanut butter buttercream. That is all.
1006360	2003575	Raspberry Lemon trifle was transporting. Cake in cup nowhere near as good.
1000953	2003582	my fav cafe in all NYC. great working environment, friendly, crowd changes throughout day into night
1017476	2003582	Skip this place.  Make an iced coffee and hang out in your apartment.  It's cheaper, there are probably less screaming children, and your bathroom is probably cleaner.
1034131	2003582	diverse crowd. comfortable. good variety of food and drinks. always something new going on. you'll feel at home.
1049714	2003582	Prices are cheap but can do without the live band
1225025	2003723	The best guacomole ever!
1263441	2003723	Nice atmosphere and they make the guacamole in front of you!! Very nice
1196154	2003723	must order the guacamole, which they make tableside fresh.  Authentic tasty mexican food, and they even have live Mariachi music! Great place to celebrate a birthday!
1049412	2003723	Berejena Rancheros = amazing. Fried to perfection. If you've never had eggplant, you won't regret! Sweet plantains are great. Service is wonderful. Great place.
1063524	2003723	the champurrado at this place rocks!!!
1078137	2004145	...come have the spicy salmon roll... it's awesome!!!
1052118	2004145	Home of DJ JUSJACK www.jusjack.com
1052118	2004145	For Bottle Service + More Info Contact Jimmy @ 9175826360 or email jimmy@centrallounge.com
1052118	2004145	For Tables or Info : Hit Up Jimmy Jimbabway@ 9175826360 or email only1jimbabway@aol.com : Your Only source too Central !!!
1159682	2004156	New York City Gem! Upon exiting one must have a milk shake, fat witch brown, chelsea basket, Sara Beth Sandwich, bag of fruit, and fresh lobster. Check!      www.officialhank.com
1019997	2004156	On the weekends, don't wait in the huge bathroom line. Just go to the Apple store.
1196154	2004156	Lobster rolls, Amy's Bread, the occasional pop-up sample sale, fresh produce, a tea salon, this place has it all!
1144134	2004156	Si eres fanático del #foodporn, this is the place.
1066227	2004156	Bathrooms!
1049391	2004156	The chocolate chip cookies at Jacques Torres are phenomenal.
1001342	2004156	Bathrooms are opposite The Lobster Place. Pretty decent ones, too. (By NYC standards.)
1038724	2004156	Chelsea Thai is amazing...try the Pad Thai. Always the mark of a good Thai food place!
1029301	2004156	Keep your eyes peeled for new pop-up shops! Swing into Chelsea Wine Vault for a tasting, grab some deliciousness from Amy's Bread and have a 9th Street Espresso before you leave.
1001771	2004156	Split a grilled cheese from Lucy's Whey with a friend and enjoy it with a cup of soup from The Lobster Place.
1006624	2004156	Good luck with the crazy long restroom line
1000793	2004156	If you are a foodie you'll gonna love it!, if you like the markets this is your place and if you like the industrial design this is definitely your spot in NYC!.
1224531	2004156	The Lobster Place... Awesome fish and seafood at very reasonable prices! E:)
1005067	2004156	Go to Sarabeth's for breakfast!
1262494	2004156	Best fresh fish!!
1053230	2004156	Best food Thai chelsea!
1196154	2004156	My home away from home in the old hood! So disappointed 202 is gone!
1000072	2004283	might be my most favorite place to eat on the block
1196154	2004283	Best dumpling house in K-town.  And awesome karaoke across the street!
1040518	2004310	Delicious pasta & light salads.
1002856	2004310	Tip: ignore hostess (rude) but otherwise good spot.
1011372	2004310	The gorgonzola fondue with fries are signature. The Eggs Benedict and French Toast are legendary.
1053783	2004310	Become friends the black guy with hat. He  surely can ditch the sign-up sheet to wait for a table & get u a table, regardless of the 1st come 1st serve. Maybe they should start taking reservations.ugh
1059619	2004310	try the monte cristo sandwich- a great combination of \
1178199	2004310	House cab and start with the salad. yum yum yum
1000104	2004318	10% for orders over $15 and the sushi rocks.
1057056	2004326	Hot waiters here! Friendly, too.
1047178	2004326	Best brunch! The Eggs Benedict are to die for!
1033560	2004326	It's only seasonal but the Pineapple torte was amazeballs. Wash it down with champagne.
1000738	2004326	Steve Jobs used to take his girlfriend at the time here in 1983.
1030939	2004340	amazing food, ambiance & hands down my new favorite spot for a sake mojito.
1019732	2004342	Doing the omakase. It's really the only way.
1196154	2004342	get the omakase, period.  The crepe mille feuille for dessert is good too!
1193062	2004342	The Omakase was terrific, 22 pieces of sushi in all, with a foie gras that just melts in your mouth in between, the only thing is that some of the pieces were just different versions of the same fish.
1196154	2004342	You must get the omakase. Will change your life.  Also, try the crepe mille feuille for dessert. It's awesome.
1005663	2004376	I recommend the steamed veggie dumplings. Hardy and tasty.
1252332	2004376	Get 3 chicken and 3 veggie steamed, and on a really hot day get a snow ice great way to cool down
1252332	2004376	Great food!!! Nice and quit enviorment! Chasier is cute which is a bonus
