userid	venue_id
u28946	v29670
u34323	v20183
u59959	v5222
u36058	v4532
u37676	v980
u138109	v726679
u152667	v1284
u250753	v29947
u250048	v123729
u45720	v13233
u26622	v29577
u34710	v4472
u1106	v12996
u235647	v1107
u5159	v186
u59668	v985
u107110	v31671
u14466	v8606
u18345	v42705
u61583	v120668
u38431	v1002
u20423	v349
u58900	v21638
u104627	v359
u29921	v1002
u204573	v19954
u157966	v13233
u229361	v14448
u111375	v17779
u45379	v11790
u194220	v131078
u44889	v20329
u170	v514
u24468	v29635
u133970	v15085
u119217	v10815
u133970	v41096
u221886	v64674
u33450	v7796
u29831	v1379
u52589	v2660
u99922	v78624
u201683	v9718
u144261	v181750
u8952	v12790
u209734	v4156
u115260	v6790
u51957	v435580
u86519	v72714
u201683	v32804
u5484	v14355
u230811	v111069
u54389	v51304
u53203	v16361
u170559	v13740
u45534	v19182
u51957	v435580
u86519	v51813
u47859	v23596
u198662	v13740
u42676	v20497
u29229	v1376
u14765	v168809
u1042	v1481
u32939	v7524
u14287	v82051
u44026	v50168
u10530	v16699
u121273	v20624
u43293	v442
u224175	v18014
u48161	v9298
u33862	v31853
u41557	v20622
u80503	v129011
u53430	v27311
u91102	v1008
u19732	v183876
u26729	v15420
u74134	v25353
u3744	v47
u14945	v1535
u90814	v97705
u185460	v86041
u47699	v51391
u8013	v10543
u91774	v11655
u195588	v4532
u115882	v59727
u1768	v16875
u204573	v35085
u112549	v938
u9171	v14969
u45063	v49111
u134677	v1379
u25886	v609
u25624	v10719
u31322	v12621
u48044	v700
u18345	v16574
u222603	v86029
u81157	v11114
u12215	v123278
u228205	v1194
u2442	v30746
u32824	v933
u57981	v59059
u19941	v21817
u32791	v3281
u645	v12190
u8388	v554
u14765	v21795
u11571	v355
u129680	v3298
u34710	v4472
u51445	v64971
u235830	v52205
u45720	v12496
u37565	v908
u210809	v20077
u87196	v148402
u11947	v696
u13501	v21833
u229361	v1376
u73976	v29884
u121056	v564
u71985	v11664
u39619	v6120
u80318	v6602
u15712	v15740
u149874	v6222
u76531	v10543
u1416	v317
u142512	v2540
u83935	v28279
u198603	v27994
u235647	v998
u46697	v4461
u193339	v16828
u36202	v630
u49522	v13463
u30849	v6793
u15263	v19808
u19387	v14970
u45720	v25791
u20423	v51152
u111375	v17779
u91070	v31052
u82252	v24520
u205245	v104003
u2972	v9474
u144744	v44818
u121676	v630
u62736	v39261
u233714	v1404
u36073	v12621
u236265	v16195
u36202	v11930
u9409	v38932
u48197	v167
u31106	v2053266
u29575	v31822
u39252	v98639
u50503	v13073
u17734	v23119
u8952	v39242
u49522	v239
u56139	v86250
u3967	v10289
u1193	v5867
u20423	v21545
u39766	v26051
u9769	v44078
u14506	v25864
u15416	v1283
u43677	v1407
u45606	v137737
u48224	v1316
u249013	v27050
u88434	v1415
u87874	v21677
u136058	v11681
u133605	v4461
u29415	v5918
u6243	v788
u8388	v36438
u132803	v4156
u23408	v42728
u24973	v42406
u13999	v24321
u196173	v7535
u2072	v8800
u32824	v563
u4546	v148562
u4154	v142
u25624	v33652
u106704	v25753
u213188	v18279
u37676	v20500
u65308	v16506
u8388	v122364
u106704	v26235
u78151	v23553
u166876	v15597
u42937	v4513
u10675	v11930
u163156	v11252
u288	v21455
u133970	v41096
u38058	v4626
u16654	v39242
u20092	v5054
u31163	v13459
u59796	v5575
u24672	v13261
u149253	v18170
u1627	v10965
u16474	v163313
u29320	v45067
u20423	v21545
u38448	v21324
u78151	v1091
u54428	v6614
u138109	v17698
u51468	v172
u4403	v11872
u147510	v769
u1834	v8698
u18568	v14265
u129680	v5918
u202050	v13119
u147510	v12268
u4167	v15323
u110734	v102886
u163008	v6861
u250753	v16254
u23228	v1498
u17730	v105
u53938	v528
u25571	v111035
u61546	v11137
u68691	v29092
u38456	v1354
u129977	v74896
u11367	v3218
u62935	v82419
u126257	v8334
u169728	v9307
u21501	v14950
u15247	v9652
u18562	v16671
u10012	v1535
u60486	v630
u75708	v10489
u68370	v82441
u149548	v12621
u14141	v126911
u53523	v12468
u8388	v1508
u43198	v21345
u6665	v4549
u39836	v10824
u224544	v26194
u30245	v1223
u143004	v17090
u7366	v4734
u69614	v29910
u133970	v41096
u40642	v1158
u184931	v19954
u29229	v4429
u228205	v13630
u97363	v22900
u247274	v751
u84851	v1008
u34625	v39230
u69179	v128204
u242978	v173414
u4407	v9264
u87557	v12282
u33989	v73254
u253922	v549
u48044	v7723
u23487	v148156
u93386	v64680
u8952	v12790
u106704	v23976
u13799	v35260
u135368	v3575
u181505	v27315
u212835	v11060
u45533	v14250
u184931	v10800
u148605	v23069
u257034	v10965
u121676	v21660
u72	v4283
u52992	v57145
u13836	v578
u12726	v59
u56139	v86250
u6998	v9335
u29211	v263400
u2228	v8290
u93634	v4918
u77584	v13675
u47211	v10824
u49464	v12307
u43136	v33149
u263418	v4840
u126257	v3219
u18406	v17779
u12611	v695
u59796	v21547
u120193	v12608
u14543	v57328
u130314	v16625
u79642	v5606
u249013	v23468
u39836	v24407
u1251	v38551
u112676	v10777
u247092	v13605
u2033	v14327
u39836	v15743
u129977	v1194
u152667	v1284
u41751	v4920
u9769	v1163
u15247	v1441
u85787	v17692
u27882	v26324
u58774	v1394
u148897	v44353
u49255	v161
u249461	v476
u181660	v22715
u29211	v98639
u8388	v17697
u49702	v27031
u23524	v33672
u51445	v3184
u31251	v13872
u2228	v8290
u122123	v35563
u8146	v6999
u16654	v39242
u17374	v25751
u79142	v12149
u56608	v4731
u38005	v76554
u17238	v9209
u124076	v3582
u48133	v17879
u200187	v7583
u96032	v17216
u70839	v1186
u60486	v575
u45720	v27553
u215619	v75206
u79486	v4878
u25627	v1201
u21501	v7723
u1338	v408
u59796	v11998
u6035	v9945
u36242	v184106
u52086	v29670
u85270	v56534
u57581	v57918
u91070	v35085
u154221	v740
u25627	v442
u59959	v5222
u60486	v192063
u142268	v12118
u77823	v11681
u20423	v51152
u20423	v349
u2949	v125941
u45063	v12042
u5159	v16683
u60486	v18014
u11067	v8228
u125990	v30452
u193339	v3306
u48071	v39253
u2033	v56898
u49702	v4843
u31106	v13115
u89570	v8046
u262559	v1031
u14506	v25864
u10244	v8135
u17238	v9209
u59396	v15740
u34460	v512
u132803	v4156
u115700	v10897
u64526	v5577
u72909	v16626
u207123	v72073
u73976	v1086
u21380	v25562
u20018	v358
u27775	v8061
u54428	v640
u86038	v222
u50343	v9108
u151351	v12113
u249013	v12903
u132572	v7578
u46448	v47247
u32738	v37238
u86519	v72714
u251553	v52156
u65107	v14859
u21389	v9611
u17171	v480
u154689	v81976
u2637	v16126
u1513	v189445
u60700	v11362
u37676	v20500
u1010	v13359
u4279	v11790
u260356	v4549
u77428	v4879
u133970	v11622
u48071	v47569
u22495	v14923
u756	v186707
u32939	v1220
u185460	v417
u133605	v1554
u20994	v8713
u6318	v9953
u13356	v1107
u198227	v79919
u13999	v12621
u46513	v3184
u16535	v1284
u150051	v76162
u39178	v1654176
u28880	v21677
u21941	v17983
u13850	v108408
u17023	v12368
u73449	v17871
u53759	v31949
u4373	v6251
u105313	v12458
u29366	v103337
u11367	v9652
u1771	v26797
u7224	v16364
u48276	v6790
u170	v2578
u5833	v10604
u55716	v1163
u38407	v12991
u38431	v13630
u163008	v265356
u64175	v6224
u155760	v315
u5566	v4389
u24794	v7999
u46123	v53848
u34625	v38137
u15247	v51813
u48637	v52719
u11418	v14327
u1319	v13264
u51957	v435580
u146485	v189
u255138	v14828
u45533	v8224
u8330	v169196
u112676	v13308
u8663	v11764
u41557	v98472
u10675	v17297
u43198	v13463
u86517	v14889
u144266	v18076
u22896	v8652
u16474	v669
u31943	v95612
u58900	v3423
u208452	v13519
u45958	v23220
u81157	v86
u16498	v44441
u52086	v27315
u32916	v16324
u181644	v57268
u1562	v11355
u22495	v11178
u89570	v10765
u25886	v17323
u68496	v531
u8146	v10824
u12542	v8990
u83311	v1211
u73961	v13897
u32939	v19646
u136058	v11681
u125990	v53890
u52563	v28783
u184856	v59059
u142669	v581
u15515	v423
u54847	v130406
u58774	v31973
u19762	v11100
u79988	v591
u150934	v4156
u20423	v349
u209734	v46936
u150863	v122072
u90814	v22424
u78151	v23553
u181660	v72073
u247092	v2593
u61001	v35101
u181940	v1111
u241871	v1378
u99922	v8334
u83904	v4625
u60893	v18176
u207922	v116307
u20423	v11134
u48197	v2623
u57581	v57918
u135690	v186
u51341	v21235
u29415	v46
u59283	v7521
u22365	v482
u50223	v9821
u121095	v6999
u57437	v3246
u39836	v15743
u24436	v10904
u227401	v75985
u28102	v4561
u50503	v23136
u31898	v9305
u34460	v886
u109481	v52135
u86038	v10947
u8132	v7999
u45534	v175685
u233025	v12991
u27538	v14143
u47699	v18014
u43577	v12139
u1826	v630
u45720	v155
u158442	v6313
u36073	v4547
u53706	v1152
u20994	v17835
u70618	v14228
u40332	v53814
u54718	v40886
u42029	v17697
u88145	v39261
u13799	v81976
u48083	v26191
u77380	v86160
u15992	v28322
u190815	v2623
u204573	v35085
u13999	v54044
u12215	v123278
u645	v11884
u36865	v11930
u48655	v11945
u225770	v13630
u2605	v184152
u35819	v15692
u39836	v15743
u256434	v54085
u78325	v7818
u2228	v12903
u95346	v480
u27483	v132346
u15247	v9150
u252332	v17697
u32939	v4561
u145413	v23791
u151828	v78902
u97107	v726712
u63239	v51231
u47699	v23989
u17374	v25751
u266532	v19182
u14141	v17698
u25571	v13015
u20423	v49340
u107530	v101967
u11372	v4310
u62722	v9264
u210809	v65142
u61583	v15176
u29320	v79541
u134644	v16167
u230376	v22366
u15247	v13589
u9171	v43795
u40407	v29828
u50631	v70970
u256434	v54085
u61109	v6287
u34460	v84910
u43577	v8115
u44309	v12149
u26201	v29670
u133970	v28039
u145413	v23791
u1342	v14970
u17726	v925
u134677	v15529
u86519	v10436
u55911	v12773
u265904	v140749
u130314	v11907
u83069	v28929
u38491	v6206
u154010	v10489
u201445	v30444
u40642	v6205
u188400	v5426
u48208	v4920
u136356	v122632
u22531	v14015
u116148	v210
u145413	v9615
u145611	v7203
u15992	v144246
u86519	v45155
u32738	v21558
u10909	v3184
u144263	v1476
u58856	v71745
u8767	v25
u11372	v6206
u10675	v434
u16049	v20969
u36721	v14854
u56697	v33675
u24973	v42406
u47505	v35085
u41557	v20622
u2637	v59566
u18345	v42705
u670	v5769
u33264	v955
u68370	v82441
u10565	v845
u207123	v34973
u45533	v11055
u167485	v28898
u17387	v13682
u13852	v13983
u69593	v14265
u62792	v13446
u91070	v35085
u54405	v41096
u47211	v57168
u7067	v6293
u149253	v156396
u42667	v16020
u219658	v82660
u45533	v27966
u14838	v22900
u154317	v32319
u23003	v14253
u29020	v1157
u59796	v21547
u181940	v12028
u47260	v98639
u36242	v128646
u59867	v14197
u128912	v10489
u41557	v20622
u15595	v192
u44739	v11259
u96969	v308
u37459	v31949
u2949	v71112
u1319	v47569
u68409	v1201
u73138	v12268
u46450	v10784
u44739	v8223
u48224	v3184
u53109	v82328
u230811	v4853
u45720	v6764
u26197	v9934
u168483	v788
u51468	v19669
u134304	v1492
u144744	v12231
u32514	v11956
u15397	v4156
u18345	v42705
u28196	v575
u1627	v8135
u91774	v19393
u224128	v16699
u48197	v8041
u199027	v360
u105100	v15351
u21380	v19346
u52563	v114619
u50631	v70970
u20397	v16364
u101206	v47404
u28946	v11902
u18213	v39230
u36758	v40
u48637	v12796
u68496	v120668
u79452	v14945
u1267	v68216
u135690	v16195
u249461	v51813
u59612	v8713
u836	v9436
u34625	v5325
u2772	v5705
u133970	v41096
u68370	v82441
u8146	v7723
u210809	v4815
u80552	v29816
u130314	v16625
u2374	v105349
u217167	v61118
u670	v25597
u256098	v80645
u70618	v46763
u235647	v6506
u57981	v39375
u184931	v28605
u48655	v995935
u50489	v12496
u51957	v22351
u193073	v6287
u1042	v5965
u31106	v24518
u25321	v7749
u11306	v11635
u145611	v29670
u158275	v28675
u8013	v30986
u60211	v13519
u17435	v1050
u13799	v1031
u40407	v16910
u43577	v11637
u13298	v136990
u53938	v10383
u165056	v4310
u68595	v1008
u8132	v21324
u41376	v42725
u82263	v26191
u38058	v42
u76627	v18222
u39371	v8706
u3793	v11114
u149253	v13101
u48072	v8698
u27184	v29828
u10503	v81254
u17238	v9209
u131041	v6635
u68697	v54044
u208163	v174401
u179607	v6732
u11315	v27033
u12542	v254
u25948	v17626
u51445	v64971
u20092	v602
u144261	v181750
u24794	v7627
u133970	v15085
u23172	v14801
u25041	v45393
u80487	v15876
u36514	v119265
u181660	v116162
u24436	v908
u55358	v28039
u31898	v13897
u66456	v11362
u2874	v14501
u2209	v79240
u73961	v13897
u63432	v7332
u21881	v16910
u112676	v13308
u58758	v12222
u48637	v812
u28202	v20071
u24506	v13521
u23264	v23773
u72943	v66938
u195669	v27910
u136058	v578
u19863	v76770
u247092	v1378
u68496	v75835
u23621	v3184
u11206	v985
u106704	v23976
u1002	v11171
u141204	v3423
u198603	v27994
u80552	v29816
u91070	v22218
u25321	v518
u34654	v1075
u90814	v4556
u8388	v45302
u34323	v81616
u82146	v13141
u46697	v116552
u67801	v17698
u56139	v86250
u230805	v5918
u34323	v8164
u58020	v183876
u25321	v15606
u17435	v20
u54718	v18222
u80104	v21476
u97744	v19837
u119217	v31671
u20423	v6434
u178972	v7203
u91070	v15936
u18151	v2562
u97744	v205
u103741	v9496
u31898	v45155
u38456	v7999
u101206	v1222
u36514	v11930
u10675	v68935
u29575	v51294
u219658	v15930
u55428	v11934
u10503	v3184
u20423	v349
u45720	v16506
u180959	v12476
u21941	v26753
u54395	v10383
u110689	v9150
u39957	v502393
u184931	v70790
u109481	v22859
u18179	v787
u143004	v30559
u60893	v28279
u63239	v1177
u27483	v132346
u53938	v16827
u97744	v10835
u17023	v126147
u1158	v1036
u81276	v304541
u73076	v11775
u14141	v9652
u216787	v482
u107530	v19517
u43577	v11637
u46585	v42706
u116148	v5744
u21282	v44956
u37459	v11945
u77823	v1220
u88145	v21455
u10675	v4561
u144263	v99
u69549	v37331
u21380	v14990
u252332	v17697
u57056	v10824
u132803	v1064
u68691	v151381
u241871	v23989
u31251	v4454
u107580	v12053
u29958	v472
u253922	v11029
u2228	v28870
u145611	v27315
u1771	v11855
u80487	v6313
u62189	v50314
u17730	v13630
u91102	v19178
u48682	v9780
u91070	v35085
u108636	v42
u136058	v8204
u45720	v15463
u21452	v35085
u59867	v14197
u224175	v13231
u38272	v21291
u39371	v8510
u169695	v44146
u51957	v15743
u210809	v5054
u149548	v10604
u256098	v28617
u149874	v16361
u27882	v26139
u16498	v44441
u88331	v26753
u50503	v74896
u21389	v22860
u49783	v1085
u193073	v368125
u205455	v105839
u148605	v13872
u29020	v2660
u189093	v19536
u21038	v21476
u16602	v26051
u90814	v22318
u17435	v16953
u48350	v20237
u19030	v602
u205245	v21661
u51957	v1050
u20423	v51152
u32738	v12049
u18179	v7656
u57581	v57918
u91070	v15936
u45720	v13630
u38272	v40886
u2064	v20
u53706	v18063
u36242	v184106
u13173	v98702
u1106	v68935
u62603	v24880
u38491	v17415
u225202	v35862
u80104	v19410
u105313	v4879
u1878	v3421
u43410	v8328
u216812	v13687
u44483	v578
u24506	v10225
u81824	v37455
u106704	v23976
u23134	v20
u51939	v7206
u222600	v419
u48071	v47569
u52086	v15577
u141794	v22351
u11341	v40088
u43367	v9436
u748	v25753
u24230	v578
u86797	v16020
u20423	v31324
u77380	v408
u159372	v13897
u167485	v73254
u29301	v174401
u88785	v140226
u247092	v471
u207123	v30907
u60601	v13630
u238676	v10073
u45010	v21598
u241871	v15313
u17723	v74896
u210809	v20017
u31466	v10786
u46901	v7664
u230805	v13015
u201683	v14969
u166135	v9611
u184931	v27720
u21501	v985
u47260	v22218
u29123	v417
u16498	v50603
u1284	v9953
u24915	v8228
u57581	v3446
u32939	v16962
u33583	v170700
u17730	v25
u62274	v20329
u17238	v82634
u18179	v12118
u75708	v24252
u25321	v11945
u31106	v26202
u106855	v31117
u29415	v131744
u44026	v16910
u58953	v1393
u19732	v13589
u24468	v12094
u149253	v34743
u131875	v30518
u60211	v20804
u28880	v170651
u60211	v6293
u55358	v28039
u27237	v7874
u18179	v35563
u61245	v474
u15691	v81616
u199027	v59566
u181660	v20624
u46494	v7234
u34323	v8164
u23599	v3184
u25321	v14674
u39802	v25845
u51445	v64971
u41348	v19700
u169728	v17323
u73518	v72714
u9171	v13927
u78151	v31748
u70618	v123456
u96032	v3266
u42437	v99804
u43577	v47569
u8988	v51152
u201683	v16350
u39619	v417
u51468	v30381
u27184	v3184
u59867	v2524
u78275	v4429
u14860	v76187
u14506	v5614
u7648	v926
u263042	v1415
u38261	v5637
u38456	v7999
u237363	v10302
u48197	v1492
u60211	v12799
u154106	v205
u196173	v71070
u241131	v7723
u42025	v564
u9911	v575
u255611	v148543
u47596	v4556
u36514	v11664
u106855	v20624
u132803	v4156
u41778	v46034
u17476	v1602
u65309	v21841
u1193	v3347
u55716	v14435
u20714	v5918
u42667	v9436
u47699	v41839
u83935	v57328
u85787	v7203
u108636	v37467
u189342	v7723
u201445	v30444
u46697	v14905
u68496	v27274
u2022	v168672
u250048	v75282
u18345	v16574
u152667	v1233
u46494	v8510
u96795	v16103
u33575	v125612
u130314	v16625
u260743	v14196
u20423	v23374
u86698	v1040758
u6243	v12090
u38133	v145771
u29020	v71486
u748	v19393
u7366	v1155
u25336	v4821
u44483	v15139
u8561	v6261
u199925	v1137
u28925	v21455
u38058	v5729
u77428	v18176
u50267	v232087
u98568	v81357
u19408	v23124
u154689	v77
u133970	v5606
u251235	v17162
u2072	v1742184
u141204	v1092
u49161	v4705
u46697	v675
u58953	v5622
u82113	v31167
u30849	v17710
u147509	v95612
u88973	v20445
u75708	v1188
u88785	v97287
u1042	v4454
u106704	v23976
u39766	v17698
u204573	v8223
u198662	v15541
u24230	v23765
u86038	v159635
u32238	v16119
u191095	v7798
u11418	v9431
u29301	v20183
u36881	v655
u61683	v44441
u21380	v14990
u44810	v7206
u50343	v37238
u122760	v10947
u224544	v10032
u69093	v7723
u107580	v5622
u49297	v721
u88331	v4869
u34625	v1407
u68409	v356
u98568	v24874
u46513	v1498
u61060	v24233
u181455	v81254
u13384	v17031
u222158	v12793
u33330	v11362
u224531	v1006288
u16915	v51152
u51939	v6381
u14716	v1049
u62189	v7797
u56139	v86250
u27184	v13145
u25438	v5769
u120193	v12753
u28196	v28929
u11947	v21291
u79988	v68935
u17171	v39120
u66227	v6251
u70618	v85008
u34710	v4472
u235080	v122072
u43127	v15608
u157966	v28841
u133970	v15085
u15495	v1428
u49391	v958
u36138	v31748
u147677	v21324
u17034	v61132
u183355	v1394
u69093	v1035
u5067	v4156
u10503	v4448
u43127	v12833
u27483	v28285
u40407	v26753
u17723	v1407
u132611	v328
u256434	v31853
u8388	v9239
u106704	v13624
u148377	v81616
u53930	v4987
u136058	v114619
u79974	v15692
u80503	v5874
u237785	v813
u11571	v8025
u80552	v241410
u43850	v6120
u209734	v26199
u29301	v382
u77823	v1220
u178067	v4326
u211609	v422
u37676	v16910
u213351	v183876
u27882	v9223
u49255	v3231
u53109	v13359
u33862	v31853
u20423	v349
u1106	v654
u133970	v41096
u23408	v47569
u249461	v476
u58900	v81816
u59867	v2524
u103726	v152109
u59959	v5222
u34710	v12052
u71000	v4156
u256415	v534
u70202	v29092
u30955	v6907
u204517	v12641
u8952	v39242
u85609	v7627
u18345	v16574
u22896	v102157
u32880	v11954
u39371	v8133
u82569	v1192
u238676	v75282
u20423	v11134
u41751	v16059
u50503	v60031
u129977	v14457
u224175	v7913
u204208	v17935
u61583	v15597
u43734	v151325
u224128	v17251
u45720	v6764
u28031	v125718
u110949	v20077
u13880	v11954
u40599	v15139
u34323	v4318
u14765	v21795
u21076	v1188
u201683	v15061
u62736	v4839
u222469	v70160
u51957	v435580
u59959	v5222
u93424	v2422200
u29320	v13028
u12542	v2577
u46145	v31047
u31106	v26797
u211167	v11884
u2637	v3224
u21380	v47026
u23524	v17698
u62722	v125612
u41376	v13624
u48197	v23187
u30961	v7455
u47699	v11956
u14934	v29705
u100409	v64882
u2228	v5377
u108636	v37467
u133970	v41096
u13895	v11259
u39836	v29636
u38456	v29164
u105848	v10383
u20640	v13904
u235830	v52205
u76657	v2524
u133970	v4640
u24518	v11792
u238517	v11902
u99922	v78624
u54405	v41096
u15584	v7913
u219604	v632
u30477	v21455
u228205	v15527
u19387	v14970
u45379	v549
u1513	v6293
u74134	v25353
u157966	v13233
u76657	v86029
u7224	v3557
u213351	v28279
u18179	v1086
u148897	v1163
u48197	v1376
u139307	v1407
u29123	v13607
u208452	v123
u233025	v26199
u224242	v74450
u59122	v57043
u12194	v4879
u44739	v985
u57014	v15139
u231094	v21826
u61567	v6251
u85579	v5960
u240799	v21324
u255138	v43052
u24009	v38353
u216812	v837
u51957	v22351
u6998	v11872
u30718	v122980
u40536	v17741
u38456	v7999
u22896	v102157
u184931	v1188
u17238	v362400
u52118	v4145
u2637	v7680
u175516	v9209
u50713	v75007
u39279	v177
u251235	v11173
u27483	v124069
u52563	v31112
u250094	v12468
u27483	v132346
u48637	v56898
u262559	v6375
u56139	v86250
u21214	v46904
u25336	v3184
u57992	v14254
u29031	v26051
u31064	v22366
u14543	v27780
u45808	v29635
u222600	v6894
u83904	v5004
u87557	v24943
u264057	v13463
u22259	v17689
u1338	v13231
u38407	v639
u68370	v10302
u61583	v82441
u21282	v318
u1193	v1486
u99922	v5637
u259721	v12368
u78645	v239
u54949	v39242
u50267	v29259
u133970	v5606
u47699	v121898
u98753	v99891
u34887	v68935
u31106	v20329
u21148	v6614
u144261	v181750
u59796	v21547
u80487	v10824
u22683	v33905
u17574	v6287
u98568	v26754
u86038	v1086
u34018	v123456
u222603	v186570
u9218	v19734
u1513	v36092
u9253	v139711
u35730	v45393
u238676	v31133
u18179	v147002
u8013	v6856
u62722	v23014
u13880	v5744
u58220	v21831
u60211	v239
u20537	v3218
u186359	v4156
u55316	v10965
u63386	v16439
u230376	v22366
u19762	v12903
u133092	v13073
u112676	v13308
u54289	v34596
u29320	v14494
u25627	v1428
u78151	v13525
u39836	v8713
u670	v52205
u147338	v1483
u1106	v125662
u15828	v44353
u72909	v177
u139307	v24496
u46697	v13093
u12991	v20
u138109	v20836
u104634	v23119
u247092	v199
u30961	v78902
u181660	v34572
u1513	v3184
u26289	v11902
u241871	v44078
u5748	v7557
u44309	v27966
u92584	v578
u39105	v14188
u68496	v27274
u45063	v5886
u146757	v13248
u3967	v30415
u9527	v3521
u38074	v985
u4655	v145078
u230811	v640
u61060	v36767
u45619	v10235
u1731	v7913
u225202	v13924
u106704	v25753
u13999	v12927
u235647	v1049
u69093	v1492
u224128	v71070
u108636	v14334
u202050	v1118
u47505	v21598
u52984	v125770
u96032	v17216
u60535	v10543
u152667	v209
u68295	v8702
u222298	v12906
u27367	v23375
u45063	v69215
u42025	v11259
u52984	v375566
u18345	v42705
u2358	v38668
u38407	v10786
u19941	v21817
u204573	v8223
u120838	v205
u2856	v7519
u34575	v278
u259815	v142572
u31304	v1155
u112676	v662
u6243	v502393
u29638	v7535
u21380	v28154
u235647	v17795
u181505	v17675
u83935	v57328
u241131	v677
u52025	v38752
u11466	v482
u6278	v74896
u25321	v497
u171647	v13745
u27483	v132346
u55617	v15551
u54459	v13589
u37934	v5918
u62274	v255
u45533	v27966
u237785	v545
u26273	v26329
u15627	v7319
u11693	v15302
u204573	v35085
u250033	v22318
u200187	v114619
u26924	v57328
u91513	v22268
u67056	v21598
u202050	v5918
u174905	v22351
u13383	v70790
u85579	v39242
u71236	v84972
u218271	v1231
u59959	v5222
u133092	v13073
u16474	v163313
u29921	v27720
u4766	v531
u53523	v14448
u131041	v69141
u60486	v466
u51957	v435580
u149548	v13047
u49807	v47
u49029	v139117
u22683	v526
u261848	v26199
u9409	v4156
u91070	v31052
u84141	v6224
u17141	v20500
u46494	v4442
u27483	v22268
u69093	v920
u159372	v12700
u91070	v121264
u6998	v124164
u75858	v17830
u59283	v29937
u51946	v12700
u78325	v9854
u14860	v19954
u52025	v37891
u15414	v13115
u99922	v410
u29921	v81816
u25627	v1201
u11367	v75007
u60486	v6602
u2228	v12903
u79452	v65144
u37459	v514
u21282	v886
u32939	v1535
u203269	v239
u46448	v19912
u20640	v1654176
u200408	v32220
u42025	v370
u8388	v4731
u87602	v7797
u230805	v10197
u65514	v39242
u104352	v24528
u35288	v19837
u48224	v8020
u32447	v6999
u238303	v7920
u55358	v28039
u144266	v10815
u20423	v11134
u141204	v424
u38058	v4821
u43477	v17170
u260743	v29164
u5159	v110119
u49161	v11872
u2442	v17031
u210809	v13630
u50620	v12875
u34323	v8164
u37005	v7656
u8952	v26294
u190590	v22366
u37676	v980
u52005	v31853
u29312	v7913
u135690	v3347
u20377	v721
u1834	v8698
u18179	v12118
u54949	v39242
u140150	v42095
u34450	v11100
u19113	v1211
u205245	v66938
u43127	v3449
u39371	v12773
u4546	v36
u18179	v13141
u106855	v21033
u112676	v10383
u147899	v6999
u136058	v13261
u247092	v29261
u143004	v42775
u50620	v1086
u43130	v1188
u82113	v57268
u62736	v12252
u12542	v1066
u66227	v13740
u89641	v17698
u2874	v12049
u91774	v189
u148897	v44353
u1158	v1360
u184856	v1760748
u68496	v16020
u63433	v15606
u24511	v6375
u107530	v21033
u78151	v12150
u54561	v25376
u55716	v9707
u41557	v21817
u68370	v6565
u103216	v26629
u70618	v79077
u14842	v17731
u31594	v11930
u174905	v186
u111375	v34618
u30476	v7025
u214716	v3250
u47572	v30515
u70016	v11238
u81157	v700
u91774	v6089
u94175	v39242
u87196	v5637
u22531	v143190
u44226	v5744
u20423	v51152
u8952	v813
u9409	v38932
u181940	v148
u142939	v116552
u59796	v5575
u50503	v47569
u24672	v35085
u90814	v22424
u35434	v396
u181660	v72073
u213351	v72073
u180959	v26289
u82569	v11259
u14141	v9652
u12611	v13459
u23442	v1231
u13259	v339
u27075	v1410
u4663	v749
u122031	v11954
u13799	v12991
u28979	v13986
u53346	v7893
u36865	v19178
u13356	v149539
u39836	v15743
u235647	v16626
u14543	v57328
u54405	v41096
u230811	v564
u29466	v3218
u115495	v3184
u48669	v6951
u255138	v73254
u27198	v1483
u239948	v168809
u59959	v5222
u50899	v41065
u7083	v16195
u45533	v80645
u81276	v17698
u105313	v1220
u15247	v11173
u45720	v25791
u134	v44818
u146757	v4815
u17141	v476
u43293	v28788
u219170	v33652
u266576	v17779
u204573	v27780
u134677	v1379
u14287	v43225
u68496	v12343
u64130	v12053
u6088	v11954
u40181	v27050
u5159	v811401
u17034	v61132
u101206	v161404
u1010	v98639
u23524	v19182
u76791	v19666
u25627	v1428
u169728	v24518
u111375	v33675
u107580	v16439
u133970	v14889
u105154	v19359
u207123	v33031
u14860	v14790
u154559	v29998
u85609	v602
u34710	v528
u260743	v14196
u91102	v101967
u65695	v7796
u90580	v32770
u106704	v23976
u13128	v9460
u105848	v10383
u52970	v175904
u140970	v45403
u63432	v44192
u108636	v14859
u237785	v98
u133970	v16377
u50869	v126911
u47991	v23026
u86698	v10716
u9566	v119212
u39619	v12118
u110949	v813
u139608	v75509
u46494	v15693
u21214	v1307
u128912	v14828
u48133	v29212
u233714	v1163
u239426	v21455
u40536	v3228
u6318	v9953
u62935	v356
u41558	v15323
u54393	v99849
u151828	v7521
u181505	v837
u81824	v5991
u147509	v31473
u50246	v51152
u208163	v174401
u6267	v22424
u221349	v4561
u211794	v24528
u51957	v435580
u46494	v7854
u59796	v1329
u258663	v102
u68370	v82441
u46026	v28788
u35443	v899
u14860	v177
u222505	v177
u63524	v609
u51957	v435580
u7860	v68829
u8952	v12790
u26202	v11954
u42283	v15071
u14506	v25864
u26055	v30990
u121273	v20624
u41557	v98472
u144266	v69745
u25624	v77986
u23264	v908
u58758	v43480
u7128	v34618
u164530	v449
u93642	v12052
