userid	venue_id	tips
u38456	v1354	Wow!! What a great place... Food is high quality (pizza and pasta) abd service is welcoming.
u80104	v1354	Solid margherita pizza - worth returning for if in the vicinity. Salads are completely forgettable.
u62189	v1360	Pasta is bland and horrible. It's not even al dente. Do not get. Although the sausage was grilled to perfection but wasn't good enough to save the dish.
u29831	v1360	Enjoy the old-man atmosphere with a brew and quiet conversation.
u23442	v1360	best french toast. ever.
u22056	v1360	Burger is amazing. Avoid the catfish. Clam chowder was great too.
u17982	v1360	Sit at the bar.
u23442	v1360	roasted chicken club and a glass of wine. and the waitress was extremely nice
u17023	v1360	Best bar in soho, hands down.   I'll let you know how the veggie burger is.
u22658	v1372	Dessert is better than the pizza - head to BK for the real stuff
u25094	v1376	Love this place. Small, brightly lit upstairs and very large, cool but dark downstairs. Need reservations. (4 of 4 petals via Fondu)
u48043	v1376	The Mercer Burger has to be tasted ! AMAZING !
u27304	v1376	The chicken sandwich w\/ avocado is amazing! Try the shrimp salad as well
u211609	v1378	A great steak and an even better Baked Alaska. It\u2019s awesome to sit in the restaurant and the think about all the famous people who used to frequent the dining room.
u215619	v1379	desipte all the hype a tasty place! try the elvis.. everything tastes better with bacon. everything.
u14912	v1379	This place is heaven for peanut butter lovers! You might want to skip the peanut butter BLT...there's not enough bacon to keep it from getting drowned out by the peanut butter.
u23999	v1379	Get the Elvis with bacon so you don't live your life wondering \
u29831	v1379	But yourself a jar of smooth operator and bring the goodness home with you!
u50730	v1379	Death by Peanut Butter = yum.
u125665	v1393	The cheese burger pizza is to kill for. But the traditional slice is perfecto
u59479	v1393	Cheeseburger Pizza plus Siracha. Hangover solved.
u211167	v1393	What used to be my favorite pizza place on NYC is now serves mostly over priced day-old slices which they overcook so you won't notice how long they've been sitting out. Order a fresh pizza instead
u82569	v1394	Cowgirl's chicken fried steak is exemplary in every way-it's something of a culinary miracle. Underneath is a mound of mashed potatoes, which is the proper accompaniment
u33575	v1394	Order the baked potato for DESSERT! #win
u231094	v1394	Food sucks, place is DIRTY!!!!
u55222	v1394	That's a spicy bloody mary!
u5183	v1394	Note to self $2.00 PBR all day at the bar!!
u27297	v1394	Pulled pork sandwich is perfectly tangy while the strawberry lemonade is wonderfully subtle. Great brunch spot.
u72	v1395	as you know, grimaldis has a no slices policy. I dare you to order up and eat an entire pie by yourself. (you choice of toppings)
u63432	v1395	HORRIBLE service. Pizza tastd great BUT it was cold. No one told us it was ready. Then they took forever finding salt. Get takeout, ask for it hot, get a drink from the nearby coke machine and go to b
u14141	v1395	Try the Pepperoni Pie - Freshest mozerella. (via @Foodspotting)
u167182	v1395	Best Pizza EVER!!!! Great locale as well.
u53581	v1395	The experience is worth the wait!
u38897	v1395	Located right under the Brooklyn Bridge! Worth the queue! Probably the best pizza in NYC!
u184552	v1395	SO worth the wait!
u243901	v1395	Have to wait long time but worth it !
u22658	v1395	call ahead for take out (eat on the new pier park) and get it pepperoni - they curl up and tase better than bacon
u13999	v1395	Order on the phone and pick it up to skip the line.
u64130	v1398	app: tortilla crusted shrimp; entree: southern fried chicken; dessert: mud pie
u542	v1404	diddo on the spicy rizzak, but keep the turkey and switch out the bacon dr turkey bacon
u18799	v1404	Spicy Rizzak is a must but the wait is annoying
u55222	v1404	Unlike you fatties, I found my sandwich to be perfectly sized. Not to mention, delicious.
u105100	v1407	This restaurant is participating  in Chinatown Restaurant Week Mar 9 -18. Have a look at the $18.88 pp menu.
u15830	v1407	Come before 3pm!
u23524	v1407	really good dim sum but do get there early to beat the crowd otherwise long wait for table and longer wait for food..
u196154	v1407	the only place I go for dim sum!  An unforgetable experience!
u17435	v1407	still the best joint in chinatown for dim sum. also very gwei lo friendly.
u11466	v1407	Definitely worth the wait. So happy to finally have a dimsum place in Manhattan that I can rec'd to people
u152611	v1407	I've eaten dumplings at several places, this is on the top of my list now
u76531	v1410	So im an idiot, but the staff here is amazingly nice as well.  Made a whole pie for us just so we could try the buffalo.
u76531	v1410	Buffalo chicken pizza is amazing. Also the syaff
u242412	v1410	Pizza is Awesome... After Clubbing. Check it out!
u71605	v1410	Good place to go on the weekends. Sometimes a line. Coat check downstairs is clutch.
u556	v1411	Food was pretty good but my lasagna was cold in the middle and service was a bit too rushed, had to order a few things a few times :)
u2448	v1411	Words can not express. The specials are always amazing. The taglietelle, the montauk bass, and it's cheeeeap
u141794	v1412	Try the Espresso Brownie - With #caramel #icecream (via @Foodspotting)
u173021	v1412	Nice bar area - esp if you are dining solo. Service was a bit slow but the bar menu is perfect for sharing with a group.
u66858	v1415	Quick service, but you have to know what you're ordering. I hear the duck & lobster are the best options.
u88434	v1415	Try the Spicy Beef Chow fun, Two Lobster Special, or any fried rice combination with fried egg #awesome
u45573	v1415	Absolutely the best roast pork you will find in New York.  My Go-To is the roast pork and soy sauce chicken over rice.  Get extra ginger!  Trust me, because, well, you know...
u38363	v1415	This place is called\
u38363	v1415	The \
u13947	v1419	The prices are good, the portions are generous, and the spicy chik'n sandwich is actually spicy. Hallelujah!
u25627	v1428	This has the cheapest drinks and best food in NYC
u15495	v1428	Don't go on a Tuesday. There's a busker standing by the jukebox who'll sing City of New Orleans and You're So Vain. Without irony.
u93095	v1428	Best burgers around ... :-)
u15416	v1430	breathtaking experience from start to finish. highly recommend the yellowfin tartare, crispy duck, and brooklyn bridge for dessert
u182628	v1430	Love this place
u226771	v1430	Apple crumb foie gras, lobster, and sea scallops were amazing! Finish off with Brooklyn Bridge dessert.
u40642	v1430	One of the most beautiful views I've ever seen from a restaurant. Even on a rainy day. The crispy duck breast is delicious. New York Cut Sirloin is pretty good.
u20095	v1430	No hats allowed
u3744	v1441	Food is great but the bartenders better.
u25094	v1441	The only place I'll meet @gauri for breakfast! (4 of 4 petals via Fondu)
u44226	v1441	Nice Chelsea brunch locale; good beer list.
u78275	v1441	Great selection of Argentinean Red Wines. Pesto linguine and curry mussels are delicious.
u11466	v1446	They carry diva cups here! Something I previously had to order online and wait for shipping... From Canada.
u27404	v1448	Big portions, good prices. Get the spicy szechuan wontons (dumplings) and orange beef.
u29466	v1448	Order one of the Cantonese Wonton soups with Roast Meats. My favorite is the sliced pork. The wontons have pork and shrimp in them. So gooooood.
u97744	v1448	The pork bun is enormous
u27682	v1448	Best frickin Chinese in the city.
u22056	v1448	The General Tso shrimp was great. Plump, well prepared prawns in a delicious, light sauce. The half crispy chicken we had was also delicious.
u22056	v1448	Get the half crispy Chinese chicken. It's delicious, and holds up delivered.
u953	v1448	Lo mein noodles with shrimp, ftw.
u82134	v1454	The gnocchi is AMAZING!
u143431	v1465	Be nice or I'll punch you cuz they get it done
u1581	v1465	Mmm, loaded fries...
u26055	v1465	If you come here late night walk through the drive through, it's fun and cheap!!
u32552	v1469	Awesome Rissoto
u32552	v1469	Awesome archtichoke salad
u7777	v1469	The Pancetta pizza is highly recommended. Just fantastic.
u54251	v1469	Really, they have lots more than pizza
u25807	v1473	Order the nachos supreme. They're supremely good. You can't beat a heaping of toppings for $5.
u24436	v1473	brunch served until 5pm!
u953	v1473	Becoming a fav brunch spot, excellent!
u122760	v1473	Lobster fan? Who isn't?! Try the Lobster Club for some really big chunks of the good stuff! They def don't skimp! ...w\/avocado, crispy bacon & salad, in layers of toasted pumpernickel mmmmmm
u38491	v1473	Peppered goat cheese pasta is amazing at 3am and heated up the next day for hungover leftovers
u836	v1473	Ignore the terrible renovation (it now looks like a cheap sushi place even though they don't serve Asian food) and eat some delicious sammiches and fries.
u5663	v1473	Fresh herb omelet is the way to go!
u953	v1473	Excellent value dinners and house wine.
u953	v1473	Pancakes sausage fruit brunch awesome
u86698	v1476	Have the Pork Chops with Hot vinegar peppers.  Out of this world if you can take the heat.
u65107	v1477	finish your broth.
u34575	v1481	Got a LivingSocial coupon that would take care of $50 worth of food. Unfortunately, the food was so good & filling that we only satisfied $39 worth. So worth it! P.S. try the bacon wrapped dates.
u16602	v1481	Bacon wrapped dates. That's all you need to know.
u51914	v1483	Mojitos are great! You have to try one!
u27198	v1483	Try the tres leches cake!
u31943	v1483	The live music here got this place CRUNK! (& I NEVER use that word.)
u90033	v1486	Interesting menu ranging from burgers and sandwiches to Japanese specials. Reasonably priced.
u25807	v1486	Try the Soy Burger Dinner (via @Foodspotting)
u87461	v1486	Dip your balls in it
u217270	v1486	Get the soy burger sandwich. Do it!! Best meal for under $5.00 anywhere!
u32855	v1486	Love the beef yakisoba when it's time to crab load.
u61245	v1486	i used to love this place when it was on St. Marks, maybe my taste buds changed, but i just could not eat more than one bite this time
u168434	v1486	get food poisoning from the turkey burger
u40661	v1490	Best Dim Sum. Always fresh!
u43905	v1490	More like Dim Sum SLOW SLOW, actually.
u43905	v1490	Beware the shared table - more paperwork involved than a tax return.
u25121	v1490	The shrimp noodle is the BEST. You will walk out a changed, more centered person if you order it.
u72	v1492	the century club: since the 1870s. a lunch and after-work spot when i used to work at sony
u8466	v1492	Their burger is small, thin and delicious.
u6728	v1492	Mad Men Season 1 \
u35546	v1492	Doug and Creighton are the best bartenders i've seen in a long time! (via Scoville)
u14860	v1492	THANK YOU PJ CLARKE's...for a turkey burger worth the $!
u46145	v1492	Great burgers, but amazing desserts. Warm apple cobbler is delicious, and I don't even like apple cobbler. Sweet cream cheesecake? God, yes. And always great service.
u24873	v1492	Try the Steak Chile - Nom nom nom. (via @Foodspotting)
u260356	v1492	Yeah, the burger, but their Lobster roll with an order of french fries is the business!  Only on Wednesdays though.  Lobster Mac-n-Cheese, another good item.  Only on Fridays.
u18652	v1492	Great burger and Steak Tartare.
u43963	v1492	Order the crab cakes, I implore you!
u1771	v1492	good happy hour spot. and if you're eating here, try to snag one of the corner booths in the middle room
u32791	v1494	Great hangout place. Get a beer, not a mixed drink. I prefer Guinness.
u21389	v1494	service STILL sucks. food still very edible.
u22658	v1494	Not Steve's but damn good key lime pie from Bay Ridge - wait and let it thaw a bit - tough it out...
u22658	v1494	Find me a better chicken pot pie - I dare you
u177135	v1494	This is the PARK SLOPE ALE, great bar, great serves, and good food
u177135	v1494	Kristin is the best bartenter around, always friendly and gives great serves, the food here is good too
u17437	v1495	Chicken Phad Thai and Shrimp Fritters! Mouth watering!
u16602	v1495	Crispy Duck... thank me later.
u184856	v1495	The pad thai lunch portion is huge!
u8285	v1497	If you want the Spaetzle you'll have to go there Tuesdays and Thursdays. Apparently there's limited availability on a traditional German side dish at this supposedly German establishment.
u102	v1498	Strongest margarita I've ever had outside of charlie sheen's apartment.
u2036	v1498	Shrimp Ticul: not for beginners, very hot, but SO good!
u2260	v1498	Mojito's rock. As does the shrimp chipotle and the Cuban burrito. Happy to go tio a rowdy fun, restaurant
u94175	v1498	It's true: Tried the shrimp Ticul and it put my mouth on fire even after asking for it to be bumped down one notch on the spicy scale. If you like spicy, you'll LOVE it
u21652	v1501	Get the duck magret but ask them to leave out the rosemary
u8388	v1508	Branzino, bombolini,  everything is fabulous
u8388	v1508	Fantastic branzino when in season
u141794	v1508	Try the Warm Apple Cake with Walnuts And Toffee Ice Cream - With toffee ice cream  (via @Foodspotting)
u141794	v1508	Try the Parpadelle With Duck (via @Foodspotting)
u82569	v1535	The Village Voice voted this Best Fast-Food Restaurant That Is Also a Nightclub for Some Reason in our Best Of New York Poll!
u196154	v1535	The everday burger of West Chelsea.  No frills, no dent in your wallet.
u51148	v1535	Get the tater tots with cheese, thank me later.
u51148	v1535	There's a Twilight Zone pinball machine downstairs by the bathroom!
u72909	v1535	love the burgers and fries
u26583	v1535	For some reason, if you're tired, hungry, and wasted, this is the best place to go!
u66436	v1535	Overpriced, but I went for the experience.  Cheesy fries, mini burgers, they were great!
u65107	v1543	Get a maple latte and enjoy it while walking through Park Slope in the fall.
u73774	v1543	Get the maple latte its ape Shit crazy good
u61724	v1543	The coffee here is amazing. They need to open one in Staten Island! Yummy!
u83538	v1543	Regular coffee packs quite a punch.
u24296	v1543	Rookie mistake is to pound a cup of this stuff and then jump on the subway
u72	v1554	have lunch here. sit upstairs by the balcony so you can look down at the crowd
u11075	v1554	pretzel croissant + kale + iced coffee = yum!
u1338	v1554	The maple biscuit is pret-tay pret-tay good.
u49206	v1554	Be prepared for a crowd, but it is well worth it. The macaroni & cheese is killer, as is the hot chocolate, and just about anything else they have. Great for a coffee and sweet too
u11075	v1554	Hot Chocolate Festival, day 1!Sunken Treasure + a pretzel croissant.
u247360	v1554	Pretzel crossiants and hot cocoa. So over priced, so worth it
u14259	v1554	Just committed chococide with hot chocolate and chocolate chip cookies.Took two days to recover. Recommended.
u36865	v1554	Easy decision: pretzels croissant. If it's cold outside, second easy decision: dark hot chocolate w\/homemade mallow. YUM!!
u24506	v1554	The most decadent chocolate chip cookies in the city, bar none. Abandon your diet, just for a day, and indulge.
u50641	v1554	These cheese rule!
u50730	v1554	The cookies are amazing!
u10798	v1554	Organic vanilla yogurt with lots of birdbath granola and honey.
u16602	v1554	Best chocolate chip cookie EVER!!!
u11466	v1554	Annual Hot Chocolate Festival (Feb 1-28th) coming up!
u22719	v1555	This place had great salads (the Geppetto is awesome) and WiFi access! =)
u92966	v1563	Try the German Chocolate (via @Foodspotting)
u241124	v1563	Their coffee and iced coffee is amazing, plus you get to smell the sweet scent of ice cream while your there. People are always happy when they are getting ice cream.
u195458	v1602	Enjoyed sour cherry spritzer and the chicken paprakash. Pork loin is smoked so resembles a super tender ham slice.
u58774	v1602	Goulash night has gone up to $7 but there are some new menu options!
u429	v1639	It's a long wait, but they'll take your number and give you a call when your table is ready. It doesn't matter what you order as long as you make sure to have a biscuit on the side.
u23524	v1639	i think they have the best pancakes in nyc. always a line but they do pass a plate of samples to keep us waiting and not mind an hour or so...also have had their southern breakfast which i also adore.
u752	v1639	don't drive here. parking is a pain.
u89566	v1639	This was bomb. Blueberry pancakes for the win. Get a side of bacon and try the hot apple cider. Or the brunch cocktails and milkshakes looked good. Be here early, wait is\u2026 (4 of 4 petals via Fondu)
u21501	v1639	Sugar Cured Bacon IS YOUR GOD. Worship it accordingly and offer it praise.
u34460	v1639	Try the biscuit sandwich. With bacon of course. And their PANCAKES (4 of 4 petals via Fondu)
u64130	v1639	literally the best pancakes i've ever had. go for seasonal banana or pear. cash only.
u43677	v1639	Their blueberry pancakes with warm maple butter are amazing! Oh & the sugar cured bacon is a must try as well. Yum yums :-)
u30502	v1639	Best pancakes ever. Also, get the sugar cured bacon.
u204517	v1639	The blueberry pancakes are worth the wait
u107013	v1639	blueberry pancakes + sugar cured bacon + scrambled eggs = a plate full of goodness
u26202	v1639	Pass the 2 hour wait by bringing the Times, getting coffee and a scone, and watching the staff at the empty coffee place across the street wonder what they're doing wrong.
u28925	v1639	Get the tomato fennel soup and the bacon duck goat cheese pizza. Then dip that pizza in the soup! Main course is pancakes!
u47699	v1639	I crave their cookies on a daily basis.
u80605	v1651	Tuesday salmon specials! Rolls or sashimi, everything!!
u16654	v2524	Guinness and a Jameson, please. Hangover in the morning.
u29123	v2524	The fries here are crazy crispy and delicious! You must. For real.
u195669	v2524	Great happy hour until 9pm every day... and all day on weekends. Near Grand Central, where its sometimes hard to find something \
u16654	v2524	Lou, Kyle doesn't know how to make a pickle back. Go play with your pickle on your own time.
u20555	v2534	Best. Guacamole. Ever.
u29831	v2534	A little overpriced and overrated but the staff is sweet and the food and drinks are indeed yummy.
u159682	v2534	Pop singer Official Hank says.... sip Prickly Pear Margaritas on the terrace with chorizo queso! www.officialhank.com
u107580	v2534	Tomatillo salsa is the bomb digity.
u123414	v2537	Considered by many to be the best pho in Manhattan
u37026	v2537	Stick to the basics: get the #26.
u49805	v2538	Galbi lunch box is what's up.
u49755	v2538	Get the gal bi
u237785	v2538	Excellent service, unlimited korean style kimchi appetizer! Try the spicy tofu stew (soodubu chigae) and the stone bowl beef bibimbop!! It is soooooo good!
u15438	v2538	Great lunch specials including naeng myun (both broth based and spicy) and seaweed soup with tons of mussels. Super Korean!
u237785	v2538	They don't refill the apptizers anymore...
u30502	v2538	Can't remember the korean name, but the rib eye bbq was excellent.
u38305	v2540	The best Korean in ktown!!  Their soon du bu rocks, get it extra spicy.  Love the naeng myun too!
u238993	v2540	I am the only white person here. And the bathroom stalls are see through
u72	v2541	not on the menu: ask for the cotton candy. usually a table with kids gets it--and then the whole place wants it
u15416	v2541	Tribeca is my favorite location. Reasonably priced wine and delicious food. Check out the ground floor bar or, if you're with a large group, the large, circular booth upstairs.
u27292	v2541	Seriously. It's like when you have an empty cupboard of food and experiment with what's left... Highly disappointing!
u23264	v2561	The best pizza you can possibly eat in New York City. Others will scream about Grimaldi's or some other place, the is no better pizza than Di Fara. Take the Q train to Ave J, you will never regret it
u53346	v2561	Bring cards and your own beer. The wait is long but so worth it!
u265904	v2561	Great Pizza, but $5 a slice!!!!  The Pope would have to make it and serve it !!
u43127	v2561	Great great pizza but not worth the price + wait.
u24296	v2561	Do like the locals and ask for the off-menu salad
u19408	v2561	go with a group of four sometime to try their really expensive $25 pies with imported ingredients
u11067	v2562	Yummy exotic Japanese goodies. Go for the gizzards and hearts if you're feeling exotic.
u87167	v2562	I love this place! The scallops are bomb!
u64600	v2562	Spicy tuna bowl! Fried squid legs! Beef tongue yakitori! Just do it.
u12280	v2577	The line is crazy at this spot
u53535	v2577	NYCs #1 Friday Urban Party !! LADIES Always FREE before Midnight and reduced after. Just say you on Belo's List @ the door. www.BELOPARTIES.com
u60486	v2577	djing Here every third sundays!
u60486	v2577	I DJ here every Third Sunday of the month along with 21-to-drink.  Hit me up if you like my stuff!http:\/\/www.twitter.com\/djshakez
u38431	v2578	Cash only!
u104	v2578	A panini with prosciutto, avocado and a little spice? How can you *not* try the Posh BLT? Do it.
u38431	v2578	The Bronte Burger is where it's at. It's amazing!
u53273	v2578	best burgers in new york try the bronte
u40266	v2578	Whaley Burger w fried egg, red beet and pineapple. Ozzie style!
u11067	v2578	Petite spot with a big bite. Get the pasta bowl @Ruby's Cafe and Wine Bar.
u57576	v2585	Walk to the rooftop (if open) for a nice treat :-)
u86797	v2585	Straight up Coyote Ugly meets Bourbon Street mayhem. Head for the upstairs event space for private events. Only been once, so can't give an in-depth review.
u57576	v2585	Will say one thing: Grilled Rolled Eggplant. That's all for now
u57576	v2585	Try the south west chk.  Its awesome :-)
u15247	v2586	One of our favorite neighborhood standbys. Steak and fries or skate almost every time, though also incredible chicken (yes, chicken). Must start with escargot. (3 of 4 petals via Fondu)
u24772	v2593	Try the Aussie Burger: fried egg, beets, pineapple toppings.
u11367	v2593	Lamb shank was really good (3 of 4 petals via Fondu)
u19335	v2606	The turkey burger is always a delicious, safe bet!
u193062	v2606	Great brunch, if you love dogs you'll love this place regardless the food.
u184931	v2622	Lovely place- the staff is great.  We had a work event here and it was fantastic- I recommend it for events!
u8767	v2623	Stay away from the south side of the restaurant. It smells like a sewer.
u29831	v2623	Jean Georges does it again. Spicy chicken wings FTW.
u22658	v2623	Try their homemade ginger ale for a change
u115882	v2623	This place is amazing! From appetizers to dessert to service, everything was perfect! Recommend the ginger rice as well as the shrimp&pineapple app!
u39203	v2623	Try the vietnamese springrolls .. simply brilliant!
u96945	v2623	They have the best Salmon tartar!  The avocado is so ripe & sweet!  Everyone here  seems so happy...I luv this restaurant.
u62536	v2623	Try hum Rum with the Cherry-Yuzu Soda, it's a ginger-cardamom-hibiscus-Kaffir lime infused rum that is like bottled Spice Market
u62536	v2623	Hum Rum is Spice Market in a bottle
u211609	v2623	Whiskey Passion Fizz! Get one , maybe even three! We only had drinks here and already want to go back for more. Can't wait to eat here! Loved everything about it the look , the vibe, and even the smel
u31304	v2623	Try the Chicken potstickers (via @Foodspotting)
u54459	v2623	Try the Papaya Salad - Love this salad #vegetables #papaya (via @Foodspotting)
u30361	v2623	Exotic flavors! Try the cod and sangria.
u25438	v2626	Mmm coffee granita
u33583	v2640	HIGHLY recommend the Spiedino di Mare. Simply amazing. But remember it's CASH ONLY.
u15416	v2640	Willig calls it \
u50489	v2642	Delicious prix fixe business lunch.  Bright and airy decor with an interesting menu.  Reasonably priced as well for the area. (3 of 4 petals via Fondu)
u204517	v2642	Pricey, but hands-down best Mexican in NYC. Order the lobster tacos and the fish enchiladas.
u55150	v2658	This location is cool but 47th street is cooler. Say hi to Pam!
u125639	v2658	Try the Pad Kee Mao w\/ Chicken - Omg... (via @Foodspotting)
u138131	v2658	If you like spicy, get the Pad Key Mao with mixed seafood. Om nom nom.
u1163	v2658	Best thai in the city!
u204517	v2658	Amazing Thai. Make sure you order the Thai Beef Salad starter.
u48133	v2658	cash only!
u6360	v2658	Steamed Thai dumplings. Green or Red Curry. I always ask for extra Bamboo shoots. Say Hi to Pam. You'll have to leave Manhattan for better Thai food.
u14964	v2658	Some of the best Thai I've ever had. Atmo is totally lacking but food will make up for it. Start with soup and chive dumplings. I love mock duck salad, tofu with basil, drunken noodles. Mmm.
u24511	v2660	Be appetite-ready for massively thick French Toast.
u29020	v2660	great fish, good food
u51341	v2660	French toast and mozzarella sticks are amazing!!
u162587	v2660	I've been going there for more years than I care to admit and it hasn't changed a bit... Same great staff, same good food  :-)
u16602	v2666	The vanilla custard eclair cone is life changing.
u37895	v2666	Try the Banana Trifle!
u33560	v2666	East Village over hyped over priced mass produced desert. Might as well grab Cake Boss or Carvel. Yuck. Go West!
u38455	v2666	Mass produced desserts... You'd be better served going to Cosco. Don't fall for the hype.
u25094	v2678	Cozy coffee spot in west village. Will come back. (3 of 4 petals via Fondu)
u62068	v2678	Hipsters grab ahold of the last coffee shop. Horrendously with no WIFI!
u5183	v2678	Best cafe in the west Village outside of Grounded on Jane.
u82569	v3184	The Shake Shack cheeseburger is a classic of Americana in the heart of NYC-a compact patty of juicy, medium-cooked meat plied w. lettuce, tomato, onion, & pickle, slotted neatly into a squishy bun
u72	v3184	the 'shroom burger is the best thing here: bite into it and drown in cheese. wash it down with a lemonade
u72	v3184	eat a giant \
u20555	v3184	Double Stack, cheese fries & a beer, baby. Nothing beats it! Best burger in New York City.
u82569	v3184	Winner of Best Drive-In in the Village Voice 2011 Best Of issue! The closest thing you'll get in a city where no one drives.
u204657	v3184	Best hamburgers in the city- Shack Burger!
u15236	v3184	Concrete jungle shake is ridiculously awesome!!!
u31572	v3184	Go hard or go home - get the Shack Stack!
u27404	v3184	Food is great, but yes the line really is that long. If you have the time, it's definitely worth it. The Shack Burger is where it's at.
u21920	v3184	Once you have your burger, stop by Gilt City and say hi!
u25807	v3184	Try the ShackBurger and spot it on Foodspotting
u34832	v3184	Finally went here for a Shackburger and cheese fries, and it definitely lived up to all the hype. I plan to go back and try everything on the menu.
u163242	v3184	shroom burger & best fries.
u63386	v3184	Still my favorite burger in the city! Only competition for me is In Out Burger!
u39215	v3184	Try the Shack Burger and spot it on Foodspotting!
u28761	v3184	Try the Shack Burger and spot it on Foodspotting!
u36758	v3184	The ShackBurger with cheese fries is fantastic! Leave room for a strawberry shake. If you live in the area check out the online shack cam before going, long lines. It's worth the wait, though.
u42406	v3184	can do without a shake or hot food??use the B line!  NO WAIT...*itches!
u1671	v3184	sit outside with your doggy,they're super pet friendly and even have a doggy dish on the menu!
u37946	v3184	Use the online web cam to avoid lines-go earlier on weekdays nd try their custard!
u18653	v3184	Order the cheese burger if you're willing to wait in line outside. One of the best burgers & fries in the city.
u2977	v3184	everyone gets the burger. But the hot dogs are also the bomb!
u49297	v3184	a good substitute when you're craving In-n-Out burger
u60486	v3184	That's my name!
u11023	v3184	Double Shack Burger + Milk Shake together is afternoon coma death.  Pick one or the other, and toss in some fries.
u196154	v3184	I know, everyone comes here for burgers, but half the time I get the bird dog and swig it down with a frozen custard.  Is that so wrong?
u7599	v3201	If you buy the wifi, don't log out. Regardless of how long you bought, logging out ends your wifi access.
u77968	v3201	Excellent place to do some work and enjoy a hearty meal. The chicken fingers with honey balsamic sauce is great!
u95346	v3205	The black spaghetti with seafood was awesome - not your traditional marinara, this one has a kick to it!
u228040	v3205	Try Steak tartare!
u59284	v3205	Love the Eggs Benedict I just had. Fresh brewed coffee is deelicious
u29123	v3205	Everything was so salty, to the point of inedible! The mussels w\/ curry and apple, the fries, the monkfish with polenta...maybe it was an off night?
u35752	v3214	Real meatballs and chicken parm. Amazing white sangria.
u13095	v3215	Avoid. Multiple staff showed remarkably unaccommodating service, and the bathrooms (and everything around them) smell like a sewer
u3205	v3216	Go to Brick Cafe and get the burger with mushrooms and cheddar.  If the blueberry bread pudding is one of the dessert specials, get it.
u81275	v3216	4-cheese burger w\/truffle oil is out of this world. Outdoor seating is nice. Service is great.
u19615	v3216	Amazing, amazing brunch. Get the omelet with smoked salmon and tomatoes. Great olive spread as well.
u28196	v3216	Cozy little brunch place with mediocre service, condiments served in mouthwash cups but a stellar, I mean stellar ricotta and sundried tomato omelete. Oh yeah & try the French toast!
u257034	v3216	Whatever you do don't get the cheesecake w blueberries for dessert. Very spongy and not cheesecake-y at all.  Love all of their pasta.  Oh and try the chicken francese!
u72	v3218	perfect for late night talks (snag one of the booths)
u82569	v3218	Bubby's Griddle Breakfast voted #5 on The Village Voice's 10 Best LateNight Eats in New York City: http:\/\/bit.ly\/GzqeQx
u5183	v3218	Beat brunch in the city. Get the Bubbys Bkfst with cheese grits
u36384	v3218	if you spot @jsamps here, make sure he's using utensils and not his hands... Again.
u27648	v3218	expensive, but tastey. Not to mention, it's open 24\/7!
u23524	v3218	While Bubby's pancakes are out of this world, I love their duck hash with sunnyside up eggs for brunch.
u27646	v3218	Bring cash, and more than you'd think.
u30519	v3218	Great exp during the day - food & service excellent & great community vibe. But went after 11pm (it's open all night) & staff quality abysmal; took 2 hours in empty bar to order some nachos & pie.
u247274	v3218	Lunch with @topbrassvodka
u159682	v3218	Taste like grandma cooked dinner! Comfort deliciousness! http:www.itunes.com\/officialhank
u79974	v3218	Take a photo
u204375	v3218	Good food, lovely service.
u258445	v3218	Amazing brunch with a great view of the water & Brooklyn\/Manhattan bridge! Try to get the specials! Had the beef flank benny - amazing! The Huevos and sausage are yum & get a watermelon lemonade!
u5183	v3218	They now charge $2 for biscuits. Poor decision
u40642	v3218	The good here is great in general. Worth the price that they charge.
u61546	v3218	New pie(today!) Maple Pecan
u52230	v3218	The peanut butter and chocolate pie is amazing!!!!!
u26197	v3218	Good bloody Mary, great gazpacho,  but the salmon nicoise salad had too mug food on the plate!  Everything would have fallen of had I tried to cut it.  (the salmon was good tho)
u3021	v3218	great breakfast in TriBeCa
u223170	v3219	Have the healer chicken soup - good for the soul, esp on a cold day
u943	v3224	Seriously one of the best meals I've had end to end.  Most I've ever been excited about a desert menu.
u72667	v3225	A great variety of dim sum. Perfect for lunch or with a happy hour drink!
u14964	v3225	Some of the best Asian I've had in NYC. I loved the tom yum soup, the garlic green beans and the oyster dumplings most. And the red sangria. Mmmm.
u13999	v3225	Happy hour cocktails are $4 from 5-10pm! Mojito, pineapple mojito, coconut Cosmo & more!
u13999	v3225	The mango chicken is a nice \
u82569	v3227	Their Traditional Australian Mutton Stew was a featured dish at Choice Eats!
u42214	v3227	Sunburnt Cow has a a good New Zealand beer called Steinlager. Try it out.
u24672	v3227	Lamb balls. No. Really.
u7076	v3227	20$ all you can drink for 2 hours. Best pre-game \/ dive bar date spot
u31257	v3227	flirt with the Australian bartenders; love their accents.
u31257	v3227	Go Mondays for $5 burgers and get the steak sandwich.  Wash it down with a $5 Australian beer.
u8466	v3228	The best sushi in Nolita
u159682	v3228	Sautéed Banana Desert is my fav!!!
u6411	v3229	Try the Apple Strudel - #best (via @Foodspotting)
u6411	v3229	Try the Hungarian Coffee - #strong (via @Foodspotting)
u48637	v3229	Best croissant I've ever had. The coffee isn't great, but the refills are free. My absolute favorite place for studying and peoplewatching.
u133137	v3229	When do I leave the Upper East Side? When I know Columbia University cuties (like our caffeine-addicted friend D) await me at the other end of the long journey West. I have priorities!
u24506	v3231	Don't be afraid to ask for your check - if you don't, they may never bring it!
